Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Date City Check Released,Record ID#,Invoice Amount
Property Management Capital Fund Requests,Tuna Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-29-2016,11-17-2016,11-17-2016,11-17-2016,11-18-2016,11-21-2016,11-21-2016,11-30-2016,11-30-2016,21084,"$8,364.5"
NOFD Roof Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-18-2016,10-18-2016,11-17-2016,11-17-2016,11-18-2016,11-21-2016,11-21-2016,11-30-2016,11-30-2016,21086,"$19,926.69"
Stallings Gentilly Fencing & Sidewalks,"Crescent Commercial Construction, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-15-2016,11-15-2016,11-16-2016,11-16-2016,11-16-2016,11-17-2016,11-17-2016,11-29-2016,11-29-2016,20895,"$35,122.5"
Main Public Library Repairs,"WDG, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-14-2016,11-14-2016,11-16-2016,11-28-2016,12-02-2016,12-05-2016,12-05-2016,12-13-2016,12-13-2016,20899,"$3,385"
Main Public Library Repairs,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-17-2016,11-14-2016,11-16-2016,11-28-2016,12-01-2016,12-02-2016,12-02-2016,12-06-2016,12-06-2016,20906,"$5,682.6"
Lemann II Playground,Concordia Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-09-2016,11-09-2016,11-15-2016,11-15-2016,11-15-2016,11-16-2016,11-16-2016,11-21-2016,11-21-2016,20878,"$8,089.91"
Jackson Square Renovations Phase II,Smith Construction Co.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2016,11-08-2016,11-14-2016,11-16-2016,11-16-2016,11-18-2016,11-18-2016,11-29-2016,11-29-2016,20877,"$48,131.56"
NOPD Second District Police Station,Concordia Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-09-2016,11-09-2016,11-14-2016,11-16-2016,11-16-2016,11-17-2016,11-17-2016,11-21-2016,11-21-2016,20879,"$5,764.28"
Youth Study Center (Detention Center Expansion),NANO LLC,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-08-2016,11-08-2016,11-10-2016,11-10-2016,11-10-2016,11-11-2016,11-11-2016,11-16-2016,11-16-2016,20860,"$93,988.4"
West Bank Soccer Complex (Brechtel Park),Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-0116,08-31-2016,11-10-2016,11-14-2016,11-16-2016,11-17-2016,11-17-2016,11-29-2016,11-29-2016,20865,"$1,259.97"
NOPD Sixth District Police Station,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,05-27-2016,05-31-2016,11-10-2016,11-15-2016,11-15-2016,11-16-2016,11-16-2016,11-21-2016,11-21-2016,20867,$260.84
Nix Library Renovations,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-26-2016,10-31-2016,11-10-2016,11-10-2016,11-10-2016,11-11-2016,11-11-2016,11-16-2016,11-16-2016,20868,"$2,725.85"
Joe W. Brown Park Enhancements (East Side),Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,05-31-2016,05-31-2016,11-10-2016,11-14-2016,11-16-2016,11-17-2016,11-17-2016,11-29-2016,11-29-2016,20869,$158.51
West Bank Soccer Complex (Brechtel Park),Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2016,08-31-2016,11-10-2016,11-14-2016,11-16-2016,11-17-2016,11-17-2016,11-29-2016,11-29-2016,20870,$937.34
Main Public Library Repairs,"WDG, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-29-2016,10-31-2016,11-03-2016,11-28-2016,12-02-2016,12-05-2016,12-05-2016,12-13-2016,12-13-2016,20820,"$3,550"
Gert Town Community Pool,"Ardaman & Associates, Inc",Testing,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-22-2016,11-03-2016,11-03-2016,11-03-2016,11-04-2016,11-08-2016,11-08-2016,11-10-2016,11-10-2016,20823,"$14,611.75"
St. James Playground Katrina Repairs & Improvements,"Crescent Commercial Construction, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-01-2016,11-01-2016,11-03-2016,11-03-2016,11-08-2016,11-09-2016,11-09-2016,11-16-2016,11-16-2016,20826,"$15,236.14"
Behrman Center Roof Repairs,Rycars Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-31-2016,11-01-2016,11-02-2016,11-04-2016,11-08-2016,11-09-2016,11-09-2016,11-16-2016,11-16-2016,20815,"$9,000"
Behrman Center Roof Repairs,Rycars Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,10-14-2016,10-27-2016,10-27-2016,10-28-2016,10-31-2016,10-31-2016,11-08-2016,11-08-2016,20801,"$13,060.8"
Property Management Capital Fund Requests,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2016,10-26-2016,10-26-2016,10-26-2016,10-28-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,21071,$986.36
Property Management Capital Fund Requests,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,10-26-2016,10-26-2016,10-26-2016,10-28-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,21072,"$9,440.36"
Property Management Capital Fund Requests,Tuna Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-07-2016,10-26-2016,10-26-2016,10-26-2016,10-28-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,21073,"$25,446.94"
Property Management Capital Fund Requests,Tuna Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-07-2016,10-26-2016,10-26-2016,10-26-2016,10-28-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,21074,"$13,272.93"
Property Management Capital Fund Requests,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-09-2016,10-26-2016,10-26-2016,10-26-2016,10-28-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,21075,"$62,173.85"
NOFD Roof Repairs,"Battco Construction & Maintenance, Inc.",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,09-30-2016,10-26-2016,10-26-2016,10-28-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,21076,$335.47
Property Management Capital Fund Requests,"Battco Construction & Maintenance, Inc.",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2016,10-26-2016,10-26-2016,10-26-2016,10-28-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,21077,"$20,654.02"
Property Management Capital Fund Requests,"Battco Construction & Maintenance, Inc.",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,09-30-2016,10-26-2016,10-26-2016,10-28-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,21078,$494.74
Main Public Library Repairs,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-30-2016,10-25-2016,10-25-2016,12-01-2016,12-01-2016,12-02-2016,12-02-2016,12-06-2016,12-06-2016,20793,"$9,256.58"
Main Public Library Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-18-2016,10-18-2016,10-25-2016,11-28-2016,12-01-2016,12-02-2016,12-02-2016,12-06-2016,12-06-2016,20794,"$35,109.79"
Pradat Park Improvements,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-13-2016,10-20-2016,10-24-2016,10-24-2016,10-25-2016,10-26-2016,10-26-2016,11-07-2016,11-07-2016,20784,"$1,698.75"
Kerry Curley Playground,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-12-2016,10-20-2016,10-24-2016,10-24-2016,10-25-2016,10-26-2016,10-26-2016,11-07-2016,11-07-2016,20785,"$2,212.75"
West Bank Natatorium at Behrman Park,Sizeler Thompson Brown Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,10-19-2016,10-24-2016,11-08-2016,11-08-2016,11-09-2016,11-09-2016,11-10-2016,11-10-2016,20786,"$30,368.48"
St. James Playground Katrina Repairs & Improvements,"Crescent Commercial Construction, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-12-2016,10-15-2016,10-21-2016,11-04-2016,11-07-2016,11-08-2016,11-08-2016,11-16-2016,11-16-2016,20782,"$6,303.11"
NOPL Libraries - Security Gates & Cameras,Envisionware,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-15-2016,07-15-2016,10-19-2016,10-14-2016,10-19-2016,10-20-2016,10-20-2016,11-01-2016,11-01-2016,20765,"$8,780"
Wesley Barrow Softball Backstop Fencing,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,09-30-2016,10-19-2016,10-19-2016,10-25-2016,10-26-2016,10-26-2016,11-07-2016,11-07-2016,20766,$207.76
Goretti Playground,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-07-2016,10-17-2016,10-19-2016,10-20-2016,10-20-2016,10-21-2016,10-21-2016,11-01-2016,11-01-2016,20768,"$2,053.35"
Delery Playspot,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-07-2016,10-17-2016,10-19-2016,10-20-2016,10-20-2016,10-21-2016,10-21-2016,11-01-2016,11-01-2016,20769,"$1,331.9"
Stallings Gentilly Fencing & Sidewalks,"Crescent Commercial Construction, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-12-2016,10-19-2016,10-19-2016,10-20-2016,10-25-2016,10-27-2016,10-27-2016,11-07-2016,11-07-2016,20770,"$91,372.5"
NOPD Third District Police Station,"Volume Zero, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-17-2016,10-27-2016,10-19-2016,10-27-2016,11-14-2016,11-15-2016,11-15-2016,11-21-2016,11-21-2016,20783,"$5,635.68"
Rosenwald Center Phase II - Pool & Poolhouse,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-09-2016,10-13-2016,10-18-2016,10-24-2016,10-25-2016,10-26-2016,10-26-2016,11-07-2016,11-07-2016,20753,$275
"Homeland Security Warehouse Exterior Building Repairs, Fencing, Driveway Repairs and Site Work",Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2016,07-31-2016,10-13-2016,10-27-2016,10-31-2016,11-01-2016,11-01-2016,11-09-2016,11-09-2016,20727,$67.52
"Homeland Security Warehouse Exterior Building Repairs, Fencing, Driveway Repairs and Site Work",Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2016,07-31-2016,10-13-2016,10-27-2016,10-31-2016,11-01-2016,11-01-2016,11-09-2016,11-09-2016,20728,$244.2
"Homeland Security Warehouse Exterior Building Repairs, Fencing, Driveway Repairs and Site Work",Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2016,07-31-2016,10-13-2016,10-27-2016,10-31-2016,11-01-2016,11-01-2016,11-09-2016,11-09-2016,20729,$365.3
"Homeland Security Warehouse Exterior Building Repairs, Fencing, Driveway Repairs and Site Work",Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,09-30-2016,10-13-2016,10-27-2016,10-31-2016,11-01-2016,11-01-2016,11-09-2016,11-09-2016,20730,"$1,357.34"
Hardin Playground Improvements,RCL Architecture,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-10-2016,10-10-2016,10-13-2016,10-19-2016,10-20-2016,10-21-2016,10-21-2016,11-03-2016,11-03-2016,20732,"$7,438.8"
City Council Chamber Electrical and Lighting,"Marrero, Couvillon & Associates, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,10-30-2016,10-12-2016,10-19-2016,10-20-2016,10-21-2016,10-21-2016,11-01-2016,11-01-2016,20721,"$5,254.9"
Main Public Library Repairs,"WDG, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,09-30-2016,10-11-2016,10-07-2016,10-11-2016,10-12-2016,10-12-2016,10-20-2016,10-20-2016,20717,"$3,985"
Main Public Library Repairs,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,09-30-2016,10-10-2016,10-25-2016,10-25-2016,10-26-2016,10-26-2016,11-07-2016,11-07-2016,20707,"$18,403.5"
Sanitation Department Services,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-20-2016,09-29-2016,10-10-2016,10-05-2016,10-12-2016,10-13-2016,10-13-2016,10-20-2016,10-20-2016,20710,"$1,370"
Sanitation Department Services,Otto Environmental,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-03-2016,10-03-2016,10-10-2016,10-10-2016,10-27-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,20798,"$28,051.2"
Sanitation Department Services,Otto Environmental,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-04-2016,10-04-2016,10-10-2016,10-10-2016,10-27-2016,10-28-2016,10-28-2016,11-08-2016,11-08-2016,20799,"$8,766"
"Homeland Security Warehouse Exterior Building Repairs, Fencing, Driveway Repairs and Site Work",Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2016,08-31-2016,10-07-2016,10-07-2016,10-11-2016,10-12-2016,10-12-2016,10-20-2016,10-20-2016,20697,$251.35
Municipal Auditorium Phase I C - Repairs,"N-Y Associates, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,10-07-2016,10-07-2016,10-07-2016,10-12-2016,10-13-2016,10-13-2016,10-20-2016,10-20-2016,20700,"$8,851.5"
Youth Study Center (Detention Center Expansion),NANO LLC,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-05-2016,10-05-2016,10-06-2016,10-06-2016,10-06-2016,10-07-2016,10-07-2016,10-20-2016,10-20-2016,20688,"$58,874.2"
Bunny Friend Playground Improvements,"Linfield, Hunter & Junius",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-24-2016,10-06-2016,10-06-2016,10-17-2016,10-18-2016,10-19-2016,10-19-2016,11-01-2016,11-01-2016,20689,$71.71
Digby Park,"Linfield, Hunter & Junius",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-24-2016,10-06-2016,10-06-2016,10-17-2016,10-18-2016,10-19-2016,10-19-2016,11-01-2016,11-01-2016,20690,$117.56
Kenilworth Playground Improvements,"Linfield, Hunter & Junius",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-24-2016,10-06-2016,10-06-2016,10-17-2016,10-18-2016,10-19-2016,10-19-2016,11-01-2016,11-01-2016,20691,$107.57
McCue Playground,"Linfield, Hunter & Junius",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-24-2016,10-06-2016,10-06-2016,10-17-2016,10-18-2016,10-19-2016,10-19-2016,11-01-2016,11-01-2016,20692,$35.86
Taylor Pool Repairs 2016,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,04-15-2016,04-15-2016,10-06-2016,10-06-2016,10-07-2016,10-10-2016,10-10-2016,10-20-2016,10-20-2016,20694,"$50,029.46"
DPW Multi-Purpose Site,La Department of Environmental Quality,Government,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-05-2016,10-05-2016,10-06-2016,10-06-2016,10-11-2016,10-12-2016,10-12-2016,10-20-2016,10-20-2016,20695,$242.81
Main Public Library Repairs,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-30-2016,09-30-2016,10-05-2016,10-07-2016,10-11-2016,10-12-2016,10-12-2016,10-20-2016,10-20-2016,20683,"$45,698.18"
Gert Town Community Pool,Morphy Makofsky Inc.,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2016,09-01-2016,10-04-2016,10-05-2016,10-06-2016,10-07-2016,10-07-2016,10-17-2016,10-17-2016,20678,$716
Gert Town Community Pool,Morphy Makofsky Inc.,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-01-2016,09-01-2016,10-04-2016,10-05-2016,10-06-2016,10-07-2016,10-07-2016,10-17-2016,10-17-2016,20679,$720.5
New Orleans Museum of Art Elevator Repairs,Infinity Engineering Consultants,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-25-2016,09-28-2016,10-03-2016,10-05-2016,10-06-2016,10-07-2016,10-07-2016,10-17-2016,10-17-2016,20675,"$1,152.1"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-15-2014,09-05-2015,09-30-2016,11-04-2016,11-04-2016,11-07-2016,11-07-2016,11-10-2016,11-10-2016,20668,"$5,544.8"
Gert Town Community Pool,Gandolfo Kuhn,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-29-2016,09-29-2016,09-30-2016,10-04-2016,10-10-2016,10-11-2016,01-01-2016,10-20-2016,10-20-2016,20669,$350
Lemann II Playground,Concordia Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-22-2015,09-26-2016,09-30-2016,10-07-2016,10-10-2016,10-11-2016,10-11-2016,10-20-2016,10-20-2016,20671,"$3,286.52"
NOPD Second District Police Station,Concordia Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-26-2016,09-26-2016,09-30-2016,10-04-2016,10-05-2016,10-06-2016,10-06-2016,10-18-2016,10-18-2016,20672,"$7,204"
Main Public Library Repairs,"WDG, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-29-2016,09-29-2016,09-29-2016,10-11-2016,10-11-2016,10-12-2016,10-12-2016,10-20-2016,10-20-2016,20659,"$7,207.5"
