Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Record ID#,Invoice Amount
Recovery Program - St. Claude Phase II Group 1,HNTB Corporation,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-27-2014,07-10-2014,07-15-2014,07-15-2014,07-17-2014,07-28-2014,07-28-2014,07-29-2014,14995,"$15,291.68"
Recovery Program - Filmore Quadrant 1,Professional Engineering Consultants Corp.,Supervision,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-09-2014,07-09-2014,07-14-2014,07-17-2014,07-17-2014,07-28-2014,07-28-2014,07-29-2014,14976,"$85,459.59"
Recovery Program - St. Claude Quadrant 1- Feliciana St,Professional Service Industries,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2013,06-25-2014,07-11-2014,07-28-2014,08-06-2014,08-20-2014,08-20-2014,08-20-2014,14990,"$1,136.2"
Recovery Program - Algiers -McDonough-Behrman-Whitney-Old Aurora-Tall Timbers_Brechtel-Fischer-USNB,Richard C. Lambert,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2014,07-01-2014,07-10-2014,07-14-2014,07-15-2014,07-28-2014,07-28-2014,07-29-2014,14961,"$5,697.38"
Recovery Program - Algiers -McDonough-Behrman-Whitney-Old Aurora-Tall Timbers_Brechtel-Fischer-USNB,Richard C. Lambert,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2014,07-01-2014,07-10-2014,07-14-2014,07-15-2014,07-28-2014,07-28-2014,07-29-2014,14962,"$18,204.16"
Recovery Program - Algiers -McDonough-Behrman-Whitney-Old Aurora-Tall Timbers_Brechtel-Fischer-USNB,Richard C. Lambert,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2014,07-01-2014,07-10-2014,07-14-2014,07-15-2014,07-28-2014,07-28-2014,07-29-2014,14963,$79.76
Recovery Program - Lower Ninth Ward Quadrant 1,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2014,07-03-2014,07-08-2014,07-08-2014,07-10-2014,07-23-2014,07-23-2014,07-24-2014,14950,"$37,295.5"
Recovery Program - Pines Village,"Stratum Engineering, LLC",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-13-2014,06-05-2014,06-30-2014,07-11-2014,07-17-2014,07-28-2014,07-28-2014,07-28-2014,14180,"$20,090.5"
Recovery Program - Central City,"C. H. Fenstermaker & Associates, Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-24-2014,06-06-2014,06-27-2014,07-11-2014,07-11-2014,07-23-2014,07-23-2014,07-24-2014,14814,"$3,091.66"
Recovery Program - Gentilly Terrace and Desire Area Development ,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-26-2014,06-03-2014,06-24-2014,06-24-2014,06-30-2014,07-16-2014,07-16-2014,07-17-2014,14754,"$133,970.09"
Recovery Program - Gentilly Terrace and Desire Area Development ,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-16-2014,06-16-2014,06-24-2014,06-24-2014,06-24-2014,07-16-2014,07-16-2014,07-17-2014,14755,"$12,444.37"
"Recovery Program - Seventh Ward, Fairgrounds/Bayou St. John","Gulf South Engineering & Testing, Inc.",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-18-2014,06-18-2014,06-24-2014,06-24-2014,06-25-2014,07-16-2014,07-16-2014,07-17-2014,14758,"$7,786"
Recovery Program - Read Blvd West,Principal Engineering Inc.,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,06-18-2014,06-24-2014,06-24-2014,06-25-2014,07-16-2014,07-16-2014,07-17-2014,14759,"$30,695.11"
"Recovery Program - Seventh Ward, Fairgrounds/Bayou St. John","Gulf South Engineering & Testing, Inc.",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-18-2014,06-18-2014,06-24-2014,06-24-2014,06-25-2014,07-16-2014,07-16-2014,07-17-2014,14760,"$13,789"
Recovery Program - St. Roch - SWB,"Ardaman & Associates, Inc",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-14-2014,06-06-2014,06-23-2014,06-24-2014,06-26-2014,07-16-2014,07-16-2014,07-22-2014,13792,"$27,573"
Recovery Program - Broadmoor,"Ardaman & Associates, Inc",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-14-2014,06-06-2014,06-23-2014,06-24-2014,06-24-2014,07-16-2014,07-16-2014,07-17-2014,13794,"$24,221"
Recovery Program - Treme - Lafitte,"Terracon Consultants, Inc",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,06-11-2014,06-18-2014,06-19-2014,06-20-2014,07-16-2014,07-16-2014,07-17-2014,14569,"$26,122"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-25-2014,06-16-2014,06-18-2014,06-19-2014,06-20-2014,07-16-2014,07-16-2014,07-17-2014,14727,"$7,644.87"
Recovery Program - Pines Village,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-13-2014,06-13-2014,06-17-2014,06-23-2014,06-23-2014,07-16-2014,07-16-2014,07-17-2014,14665,"$49,769.69"
Recovery Program - Plum Orchard,"Pinnacle Engineering, LLC",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,06-04-2014,06-10-2014,06-13-2014,06-13-2014,06-25-2014,06-25-2014,07-09-2014,12195,"$203,171.95"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-27-2014,06-06-2014,06-10-2014,06-11-2014,06-11-2014,06-19-2014,06-19-2014,06-19-2014,14633,"$34,849.75"
Recovery Program - Broadmoor,Digital Engineering and Imaging,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,06-03-2014,06-10-2014,06-16-2014,06-17-2014,06-24-2014,06-24-2014,06-25-2014,14634,"$10,256.17"
Recovery Program - St. Claude Quadrant 1,"Kenall, Inc.",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2013,05-30-2014,06-09-2014,06-13-2014,06-20-2014,07-16-2014,07-16-2014,07-17-2014,14277,"$35,407"
Recovery Program - Lower Ninth Ward Quadrant 1,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,05-31-2014,06-09-2014,06-09-2014,06-10-2014,06-19-2014,06-19-2014,07-09-2014,14570,"$21,824.78"
Recovery Program - Lower Garden District/CBD - SWB,Plus Concrete,General Contractor,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-27-2012,06-06-2014,06-06-2014,06-06-2014,11-05-2014,02-20-2015,02-20-2015,02-20-2015,9220,"$36,572"
Recovery Program - West End,Eustis Engineering,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-18-2013,06-04-2014,06-05-2014,06-09-2014,06-10-2014,06-19-2014,06-19-2014,06-19-2014,13150,"$36,222"
Recovery Program - St. Claude Phase II Group 1,HNTB Corporation,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-23-2014,06-03-2014,06-05-2014,06-06-2014,06-09-2014,07-16-2014,07-16-2014,07-17-2014,14556,"$15,029.63"
Recovery Program - Hollygrove and Leonidas,Waggoner Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-01-2014,05-06-2014,06-03-2014,06-03-2014,06-04-2014,06-19-2014,06-19-2014,06-19-2014,14519,"$10,329.6"
Recovery Program - Central City,"C. H. Fenstermaker & Associates, Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-25-2014,05-08-2014,06-03-2014,06-06-2014,06-06-2014,06-19-2014,06-19-2014,06-19-2014,14540,"$68,056.14"
Recovery Program - Mid-City,Infinity Engineering Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-29-2014,05-29-2014,05-30-2014,06-02-2014,06-03-2014,06-13-2014,06-13-2014,06-16-2014,14503,"$131,320.71"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),Professional Service Industries,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-05-2013,05-24-2014,05-29-2014,06-02-2014,06-10-2014,06-19-2014,06-19-2014,06-19-2014,14499,"$17,518.77"
Recovery Program - East Carrollton/Black Pearl/Audubon/Uptown/West Riverside,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-20-2014,05-20-2014,05-21-2014,05-22-2014,05-23-2014,06-10-2014,06-10-2014,06-12-2014,14438,"$7,976.78"
Recovery Program - East Carrollton/Black Pearl/Audubon/Uptown/West Riverside,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-20-2014,05-20-2014,05-21-2014,05-22-2014,05-22-2014,06-02-2014,06-02-2014,06-03-2014,14444,"$15,126.5"
Recovery Program - East Carrollton/Black Pearl/Audubon/Uptown/West Riverside,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-20-2014,05-20-2014,05-21-2014,05-21-2014,05-23-2014,06-10-2014,06-10-2014,06-11-2014,14445,"$1,045.54"
Recovery Program - Lake Terrace & Oaks - SWB,Mott MacDonald LLC,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,05-16-2014,05-21-2014,05-21-2014,05-23-2014,06-10-2014,06-10-2014,06-11-2014,14446,"$24,986.61"
Recovery Program - St. Bernard - SWB,ECM Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,05-13-2014,05-19-2014,06-02-2014,06-04-2014,06-19-2014,06-19-2014,06-19-2014,12440,"$19,381.15"
Recovery Program - Gentilly Terrace and Desire Area Development ,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-15-2014,05-15-2014,05-19-2014,05-20-2014,05-21-2014,06-02-2014,06-02-2014,06-03-2014,14029,"$23,578.83"
Recovery Program - Milneburg - SWB,Hatch Mott MacDonald LLC,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-12-2014,05-13-2014,05-14-2014,05-22-2014,05-22-2014,05-29-2014,14308,"$9,139.7"
Recovery Program - Lakeview Quadrant 1,"CDM Smith, Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-15-2014,05-07-2014,05-08-2014,05-21-2014,05-22-2014,06-02-2014,06-02-2014,06-02-2014,14353,"$71,507.4"
Recovery Program - Broadmoor,Digital Engineering and Imaging,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-26-2014,04-30-2014,05-06-2014,05-12-2014,05-13-2014,05-16-2014,05-16-2014,05-19-2014,13868,"$17,093.62"
Recovery Program - Touro,"Gulf South Engineering & Testing, Inc.",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-04-2014,04-23-2014,04-29-2014,04-29-2014,05-06-2014,05-16-2014,05-16-2014,05-16-2014,14041,"$12,241"
Recovery Program - St. Claude (Pavement Only),Fleming Construction,General Contractor,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2013,04-22-2014,04-22-2014,05-06-2014,06-02-2014,06-05-2014,06-05-2014,06-05-2014,12615,"$120,054.06"
Recovery Program - Lakeview Quadrant 2,Richard C. Lambert,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2001,04-21-2014,04-22-2014,04-25-2014,04-28-2014,05-16-2014,05-16-2014,05-19-2014,14173,"$14,564.22"
Recovery Program - Mid-City,Infinity Engineering Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-01-2014,04-01-2014,04-02-2014,04-03-2014,04-04-2014,04-10-2014,04-10-2014,04-14-2014,13975,"$58,364.77"
Recovery Program - Treme - Lafitte,Meyer Engineers,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-21-2014,03-26-2014,03-28-2014,04-14-2014,04-14-2014,04-22-2014,04-22-2014,04-22-2014,13949,"$6,554.38"
Recovery Program - Venetian Isles,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-24-2014,02-24-2014,03-10-2014,03-13-2014,03-13-2014,03-20-2014,03-20-2014,03-26-2014,13800,"$7,619.53"
Recovery Program - Read Blvd East,Evans-Graves Engineering   Inc,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-01-2014,03-03-2014,03-10-2014,03-12-2014,03-12-2014,03-20-2014,03-20-2014,03-21-2014,13802,"$91,077.07"
Recovery Program - St. Claude Quadrant 2,Rahman & Associates,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-14-2014,02-14-2014,03-05-2014,03-05-2014,03-06-2014,03-13-2014,03-13-2014,03-13-2014,13775,"$45,894.46"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Barriere Construction,General Contractor,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2013,02-12-2014,02-28-2014,03-13-2014,03-17-2014,03-25-2014,03-25-2014,03-27-2014,13208,"$87,904.69"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Barriere Construction,General Contractor,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2013,02-13-2014,02-28-2014,03-13-2014,03-24-2014,03-27-2014,03-27-2014,03-28-2014,13329,"$466,218.65"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Barriere Construction,General Contractor,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2013,02-14-2014,02-28-2014,03-14-2014,03-24-2014,03-27-2014,03-27-2014,03-28-2014,13757,"$217,062.4"
Recovery Program - Treme - Lafitte,Meyer Engineers,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2001,02-18-2014,02-21-2014,02-24-2014,02-24-2014,03-05-2014,03-05-2014,03-06-2014,13704,"$26,217.5"
Recovery Program - West Lake Forest,"Linfield, Hunter & Junius",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-25-2014,02-19-2014,02-21-2014,03-03-2014,03-05-2014,03-13-2014,03-13-2014,03-13-2014,13705,"$10,978.62"
Recovery Program - St. Claude (Pavement Only),HNTB Corporation,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-24-2014,02-10-2014,02-11-2014,02-12-2014,02-13-2014,02-21-2014,02-21-2014,02-26-2014,13608,"$6,972.82"
Recovery Program - Mid-City,"Fugro Consultants, Inc.",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2014,02-07-2014,02-11-2014,02-14-2014,02-18-2014,02-27-2014,02-27-2014,03-04-2014,13611,"$39,102"
Recovery Program - Florida Area/Florida Development,"Gulf South Engineering & Testing, Inc.",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-24-2014,02-04-2014,02-10-2014,02-10-2014,02-13-2014,02-21-2014,02-21-2014,02-24-2014,13478,"$20,581"
Hurricane Isaac: DPW Emergency Protective Measures & Repairs,"All Star Electric, INC",General Contractor,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-22-2013,01-27-2014,01-27-2014,02-07-2014,03-07-2014,04-02-2014,04-02-2014,04-03-2014,13453,"$5,491.88"
Recovery Program - Dillard,"Design Engineering, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2013,01-15-2014,01-16-2014,02-07-2014,02-10-2014,02-18-2014,02-18-2014,02-20-2014,13403,"$50,366.43"
Recovery Program - Pines Village,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2013,12-23-2013,12-27-2013,12-27-2013,12-30-2013,01-16-2014,01-16-2014,01-24-2014,12444,"$11,059.93"
Recovery Program - Lakeview Quadrant 2,Richard C. Lambert,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2013,12-10-2013,12-17-2013,12-23-2013,12-26-2013,01-16-2014,01-16-2014,01-23-2014,13222,"$122,339.45"
Recovery Program - Filmore Quadrant 2,"Terracon Consultants, Inc",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-26-2013,12-13-2013,12-16-2013,12-17-2013,12-26-2013,01-16-2014,01-16-2014,01-17-2014,13112,"$27,684"
Recovery Program - Lakeshore,C&S Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-10-2013,12-10-2013,12-16-2013,12-19-2013,12-26-2013,01-16-2014,01-16-2014,01-17-2014,13215,"$97,925.28"
Recovery Program - Iberville/ Tulane Gravier - SWB,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2013,12-06-2013,12-10-2013,12-10-2013,12-11-2013,12-20-2013,12-20-2013,12-20-2013,13158,"$3,104.3"
Recovery Program - Lakeview Quadrant 1,"CDM Smith, Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-19-2013,11-20-2013,11-22-2013,12-03-2013,12-06-2013,12-20-2013,12-20-2013,12-20-2013,12748,"$47,671.61"
Recovery Program - Treme - Lafitte,Meyer Engineers,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-08-2013,11-13-2013,11-15-2013,11-25-2013,12-06-2013,12-20-2013,12-20-2013,12-20-2013,13016,"$79,963.4"
Recovery Program - Gentilly Terrace and Desire Area Development ,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-12-2013,11-12-2013,11-13-2013,11-13-2013,11-15-2013,12-02-2013,12-02-2013,12-04-2013,12942,"$144,637.08"
Recovery Program - Gentilly Terrace and Desire Area Development ,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-12-2013,11-12-2013,11-13-2013,11-13-2013,11-15-2013,12-02-2013,12-02-2013,12-04-2013,12943,"$13,435.23"
Recovery Program - Lakeview Quadrant 1,"CDM Smith, Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2013,10-21-2013,11-06-2013,11-07-2013,11-19-2013,12-02-2013,12-02-2013,12-04-2013,11813,"$35,312.3"
Recovery Program - St. Anthony Quadrant 2,"C.B. & I. (aka Shaw Environmental, Inc.)",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2013,10-31-2013,11-06-2013,11-21-2013,12-04-2013,12-11-2013,12-11-2013,12-12-2013,12894,"$43,394.73"
Recovery Program - St. Roch - SWB,"N-Y Associates, Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2013,10-31-2013,11-01-2013,11-05-2013,11-11-2013,11-22-2013,11-22-2013,12-05-2013,12816,"$7,843.77"
Recovery Program - St. Anthony Quadrant 1,"Arcadis U.S., Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2013,10-08-2013,10-25-2013,10-25-2013,10-31-2013,11-07-2013,11-07-2013,11-08-2013,12692,"$56,364.3"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Barriere Construction,General Contractor,no,Express Pay,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2013,10-15-2013,10-25-2013,10-28-2013,11-26-2013,11-27-2013,11-27-2013,12-04-2013,12751,"$756,594.59"
Recovery Program - Filmore Quadrant 1,Professional Engineering Consultants Corp.,Supervision,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-22-2013,10-22-2013,10-24-2013,10-28-2013,10-31-2013,11-07-2013,11-07-2013,11-08-2013,12740,"$51,275.76"
Recovery Program - St. Roch - SWB,"N-Y Associates, Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2013,10-10-2013,10-18-2013,10-22-2013,10-25-2013,11-07-2013,11-07-2013,11-07-2013,12709,"$31,375.1"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2013,10-16-2013,10-17-2013,10-18-2013,10-23-2013,10-31-2013,10-31-2013,10-31-2013,11920,"$125,632.31"
Recovery Program - West End,Atkins North America Inc.,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-08-2013,10-16-2013,10-17-2013,10-17-2013,10-23-2013,11-07-2013,11-07-2013,11-08-2013,12642,"$274,904.45"
Recovery Program - Treme - Lafitte,Meyer Engineers,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-27-2013,10-08-2013,10-11-2013,10-14-2013,10-21-2013,11-07-2013,11-07-2013,11-08-2013,12667,"$35,393.64"
Recovery Program - Read Blvd East,Evans-Graves Engineering   Inc,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2013,09-30-2013,10-08-2013,10-09-2013,10-14-2013,10-25-2013,10-25-2013,10-31-2013,12640,"$218,584.99"
Recovery Program - St. Anthony Quadrant 1,"Arcadis U.S., Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-18-2013,09-26-2013,10-04-2013,10-08-2013,10-09-2013,10-22-2013,10-22-2013,10-22-2013,12602,"$52,335"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Eustis Engineering,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2013,08-28-2013,09-26-2013,09-26-2013,10-14-2013,10-28-2013,10-28-2013,10-31-2013,12272,"$1,949.68"
Recovery Program - Venetian Isles,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2013,08-31-2013,09-19-2013,09-19-2013,09-30-2013,10-08-2013,10-08-2013,10-10-2013,12410,"$13,715.15"
Recovery Program - St. Roch - SWB,"N-Y Associates, Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2013,09-12-2013,09-19-2013,09-20-2013,10-02-2013,10-14-2013,10-14-2013,10-14-2013,12509,"$54,906.42"
Recovery Program - Lakeview Quadrant 2,Richard C. Lambert,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2013,09-17-2013,09-18-2013,09-23-2013,10-02-2013,10-14-2013,10-14-2013,10-15-2013,12488,"$131,077.99"
