Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
Recovery Program - Touro,Durr Heavy Construction,General Contractor,no,Revolver/City,08 State to Send to Hancock,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2015,11-30-2015,12-04-2015,12-04-2015,01-08-2016,01-13-2016,01-13-2016,01-19-2016,,03-07-2016,18934,"$127,900.17"
DPW Pavement Assessment,Stantec Consulting Services,Architect/Engineer,no,Revolver Only,06 Finance to Send to State,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-13-2015,11-25-2015,11-30-2015,11-30-2015,12-07-2015,12-08-2015,12-08-2015,,,12-10-2015,18894,"$60,237.5"
Recovery Program - Touro,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2015,10-30-2015,11-10-2015,11-10-2015,11-19-2015,11-30-2015,11-30-2015,12-04-2015,12-10-2015,12-16-2015,18748,"$12,648.64"
Recovery Program - Touro,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2015,11-30-2015,11-09-2015,11-10-2015,11-24-2015,11-30-2015,11-30-2015,12-04-2015,12-30-2015,12-30-2015,17356,"$5,207.28"
DPW Pavement Assessment,Stantec Consulting Services,Architect/Engineer,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-11-2015,09-23-2015,09-29-2015,09-29-2015,10-01-2015,10-06-2015,10-06-2015,10-08-2015,,12-16-2015,18422,"$111,312.5"
Breakwater Dr. (North Roadway - Dead End),"ALL South Engineers, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2015,09-18-2015,09-24-2015,09-25-2015,10-01-2015,12-04-2015,12-04-2015,03-18-2016,03-25-2016,03-28-2016,18334,"$27,034.25"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 2),"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-05-2015,09-17-2015,09-22-2015,09-24-2015,09-25-2015,10-02-2015,10-02-2015,10-07-2015,10-15-2015,12-15-2015,18313,"$15,461.6"
Recovery Program - Holy Cross - Part 2,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-18-2015,08-25-2015,09-08-2015,09-09-2015,09-11-2015,09-16-2015,09-16-2015,09-18-2015,,09-28-2015,18194,"$2,523.62"
Recovery Program - Holy Cross - Part 1,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-11-2015,08-25-2015,09-08-2015,09-09-2015,09-11-2015,09-16-2015,09-16-2015,09-18-2015,09-24-2015,09-28-2015,18195,$320.3
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 2),"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-01-2015,08-25-2015,09-08-2015,09-09-2015,09-11-2015,09-16-2015,09-16-2015,09-18-2015,09-29-2015,09-28-2015,18196,$977.81
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-21-2015,08-31-2015,09-02-2015,09-02-2015,09-11-2015,09-16-2015,09-16-2015,09-18-2015,09-24-2015,09-28-2015,18170,"$38,108"
DPW Pavement Assessment,Stantec Consulting Services,Architect/Engineer,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-14-2015,08-21-2015,08-24-2015,08-24-2015,08-27-2015,09-03-2015,09-03-2015,09-08-2015,,09-14-2015,18093,"$84,000"
DPW Pavement Assessment,"Kenall, Inc.",Testing,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-01-2015,08-14-2015,08-24-2015,08-24-2015,08-27-2015,09-03-2015,09-03-2015,09-08-2015,,09-14-2015,18100,"$94,356.5"
Recovery Program - Holy Cross - Part 2,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-04-2015,08-06-2015,08-11-2015,08-11-2015,08-17-2015,08-21-2015,08-21-2015,08-24-2015,08-31-2015,09-02-2015,17989,"$3,977.81"
Recovery Program - Holy Cross - Part 1,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-04-2015,08-06-2015,08-11-2015,08-11-2015,08-14-2015,08-21-2015,08-21-2015,08-24-2015,08-31-2015,09-02-2015,17991,"$1,552.6"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-24-2015,08-03-2015,08-03-2015,08-04-2015,08-13-2015,09-10-2015,09-10-2015,09-15-2015,09-16-2015,09-28-2015,17909,"$23,777.5"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-26-2015,07-09-2015,07-31-2015,08-03-2015,08-12-2015,09-10-2015,09-10-2015,09-15-2015,09-29-2015,09-28-2015,17905,"$62,201.5"
Recovery Program - Read Blvd West,Southern Earth Sciences,Testing,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2015,07-15-2015,07-20-2015,07-27-2015,08-13-2015,09-01-2015,09-01-2015,09-02-2015,,09-14-2015,17836,"$19,122"
Recovery Program - Holy Cross - Part 1,Integrated Management Services,Architect/Engineer,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-07-2015,07-02-2015,07-09-2015,07-16-2015,07-22-2015,07-24-2015,07-24-2015,07-31-2015,,08-10-2015,17774,"$46,868.21"
Recovery Program - Holy Cross - Part 2,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-26-2015,06-16-2015,06-26-2015,06-29-2015,07-14-2015,09-03-2015,09-03-2015,09-08-2015,,09-14-2015,17689,"$1,957.14"
Recovery Program - Holy Cross - Part 2,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-25-2015,06-16-2015,06-26-2015,06-29-2015,07-14-2015,09-03-2015,09-03-2015,09-08-2015,,09-14-2015,17691,"$1,069.98"
Recovery Program - Holy Cross - Part 1,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2015,06-16-2015,06-24-2015,06-26-2015,07-16-2015,07-24-2015,07-24-2015,07-31-2015,,08-10-2015,17679,"$2,386.2"
Recovery Program - Holy Cross - Part 1,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,08 State to Send to Hancock,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-02-2015,06-16-2015,06-24-2015,06-26-2015,07-16-2015,07-30-2015,07-30-2015,07-31-2015,,08-10-2015,17680,"$4,400.1"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 2),"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-09-2015,06-16-2015,06-24-2015,06-26-2015,07-08-2015,09-10-2015,09-10-2015,09-15-2015,09-17-2015,09-21-2015,17681,$930.27
Recovery Program - Holy Cross - Part 1,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2015,03-02-2015,03-05-2015,03-06-2015,03-31-2015,04-02-2015,04-02-2015,04-08-2015,04-28-2015,05-04-2015,16706,"$4,601.7"
Recovery Program - Holy Cross - Part 1,Integrated Management Services,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-09-2015,02-27-2015,03-04-2015,03-05-2015,03-26-2015,04-02-2015,04-02-2015,04-08-2015,04-28-2015,05-04-2015,16705,"$38,128.5"
Recovery Program - St. Claude Phase II Group 1,Julien Engineering & Consulting,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2015,02-13-2015,02-20-2015,02-23-2015,03-05-2015,03-11-2015,03-11-2015,03-13-2015,03-18-2015,03-23-2015,16635,"$25,399.47"
Recovery Program - St. Claude (Pavement Only),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-26-2014,02-06-2015,02-06-2015,02-13-2015,03-04-2015,03-11-2015,03-11-2015,03-13-2015,03-19-2015,03-23-2015,16610,"$48,687.18"
Recovery Program - Holy Cross - Part 1,"Roubion Roads & Streets, L.L.C.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-09-2015,01-28-2015,02-02-2015,02-03-2015,02-18-2015,02-20-2015,02-20-2015,02-23-2015,03-02-2015,03-09-2015,16507,"$121,149.74"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Barriere Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2014,01-05-2015,01-28-2015,02-04-2015,03-27-2015,03-30-2015,03-30-2015,04-09-2015,04-09-2015,04-09-2015,16468,"$2,102.68"
Recovery Program - Holy Cross - Part 1,"Gulf South Engineering & Testing, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-03-2015,01-21-2015,01-26-2015,01-28-2015,03-30-2015,04-02-2015,04-02-2015,04-08-2015,04-28-2015,05-04-2015,16466,"$3,693.8"
Recovery Program - Holy Cross - Part 1,"Roubion Roads & Streets, L.L.C.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-06-2014,12-30-2014,01-20-2015,01-21-2015,02-10-2015,02-20-2015,02-20-2015,02-23-2015,03-02-2015,03-09-2015,16413,"$7,153.5"
Recovery Program - Holy Cross - Part 1,Integrated Management Services,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2014,12-19-2014,12-23-2014,12-24-2014,01-09-2015,01-12-2015,01-12-2015,01-13-2015,01-09-2015,01-20-2015,16306,"$84,953.36"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-25-2014,10-15-2014,10-27-2014,10-28-2014,11-11-2014,11-11-2014,11-11-2014,11-13-2014,11-12-2014,11-25-2014,15791,"$158,933.56"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2014,09-23-2014,09-26-2014,09-26-2014,10-01-2014,10-20-2014,10-20-2014,10-21-2014,10-21-2014,11-03-2014,15561,"$27,385.53"
Recovery Program - Lower Ninth Ward Quadrant 1,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2014,09-03-2014,09-11-2014,09-12-2014,09-18-2014,10-20-2014,10-20-2014,10-21-2014,10-21-2014,11-03-2014,15450,"$22,929.83"
"Recovery Program - Seventh Ward, Fairgrounds/Bayou St. John",Urban Systems,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-11-2014,08-20-2014,08-22-2014,08-29-2014,09-12-2014,09-15-2014,09-15-2014,12-19-2014,12-17-2014,01-05-2015,15246,"$27,147.2"
Recovery Program - Gentilly Woods,Barowka & Bonura,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,06-26-2014,07-25-2014,07-31-2014,08-05-2014,08-07-2014,08-07-2014,08-11-2014,08-18-2014,08-19-2014,15072,"$78,598.24"
Storm Drain Cleaning and CCTV - Katrina,"CDM Smith, Inc.",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,07-07-2014,07-07-2014,07-09-2014,07-17-2014,08-06-2014,08-06-2014,08-07-2014,08-15-2014,08-19-2014,14948,"$63,140.62"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-23-2014,06-20-2014,07-01-2014,07-01-2014,07-02-2014,07-07-2014,07-07-2014,07-09-2014,07-17-2014,07-22-2014,14557,"$6,667.29"
Recovery Program - Freret - SWB,Kyle Associates LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-01-2014,06-09-2014,06-11-2014,06-11-2014,06-12-2014,06-17-2014,06-17-2014,06-19-2014,06-16-2014,06-30-2014,14640,"$2,403.97"
Recovery Program - St. Bernard - SWB,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2013,06-04-2014,06-05-2014,06-09-2014,06-12-2014,06-13-2014,06-13-2014,06-16-2014,06-12-2014,06-25-2014,13149,"$5,136"
Recovery Program - Dillard,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-06-2013,06-04-2014,06-05-2014,06-09-2014,06-12-2014,06-13-2014,06-13-2014,06-16-2014,06-12-2014,06-25-2014,13223,"$13,054"
Recovery Program - Iberville/ Tulane Gravier - SWB,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-05-2013,05-19-2014,06-04-2014,06-09-2014,06-10-2014,06-13-2014,06-13-2014,06-16-2014,06-10-2014,06-25-2014,14551,"$5,683"
Recovery Program - St. Claude Phase II Group 1,HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-28-2014,04-23-2014,05-20-2014,05-21-2014,05-22-2014,05-27-2014,05-27-2014,06-03-2014,05-22-2014,06-10-2014,14240,"$13,518.96"
Recovery Program - St. Claude Phase II Group 1,HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-25-2014,05-02-2014,05-20-2014,05-21-2014,05-22-2014,05-27-2014,05-27-2014,06-03-2014,05-22-2014,06-10-2014,14410,"$13,703.93"
Recovery Program - City Park,ECM Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,05-13-2014,05-19-2014,06-02-2014,06-03-2014,06-06-2014,06-06-2014,06-09-2014,06-04-2014,06-16-2014,12441,"$82,100.86"
Recovery Program - Lower Ninth Ward Quadrant 1,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-14-2014,05-14-2014,05-14-2014,05-20-2014,05-20-2014,05-30-2014,05-14-2014,05-10-2014,14348,"$33,427.82"
Recovery Program - St. Claude Phase II Group 1,Julien Engineering & Consulting,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,05-07-2014,05-09-2014,05-09-2014,05-09-2014,05-13-2014,05-13-2014,05-15-2014,05-05-2014,05-27-2014,14186,"$31,931.99"
Recovery Program - Filmore Quadrant 1,"Terracon Consultants, Inc",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-15-2014,04-17-2014,05-06-2014,05-07-2014,05-07-2014,05-08-2014,05-08-2014,05-09-2014,05-07-2014,05-19-2014,14269,"$36,967"
Municipal Yacht Harbor Breakwater Drive,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-01-2014,05-02-2014,05-05-2014,05-08-2014,05-08-2014,05-09-2014,05-05-2014,05-19-2014,18560,"-$138,067.54"
Municipal Yacht Harbor Fishing Pier and Public Restrooms + Site Improvements,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-01-2014,05-02-2014,05-05-2014,05-08-2014,05-08-2014,05-09-2014,05-05-2014,05-19-2014,18561,"$75,570.25"
Recovery Program - East Carrollton/Black Pearl/Audubon/Uptown/West Riverside,"ALL South Engineers, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-15-2014,04-15-2014,04-28-2014,04-28-2014,04-28-2014,05-06-2014,05-06-2014,05-07-2014,04-28-2014,05-12-2014,14210,"$7,976.79"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-30-2014,04-22-2014,04-28-2014,04-30-2014,05-02-2014,05-09-2014,05-09-2014,05-12-2014,05-02-2014,05-19-2014,14212,"$9,380.84"
Recovery Program - St. Anthony Quadrant 1,"Arcadis U.S., Inc.",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-28-2014,03-28-2014,04-23-2014,04-23-2014,04-28-2014,05-01-2014,05-01-2014,05-01-2014,04-28-2014,05-12-2014,13966,"$26,094.58"
Recovery Program - East Carrollton/Black Pearl/Audubon/Uptown/West Riverside,"ALL South Engineers, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-15-2014,04-15-2014,04-17-2014,04-22-2014,04-29-2014,05-01-2014,05-01-2014,05-01-2014,04-25-2014,05-12-2014,14136,"$15,048.95"
Recovery Program - East Carrollton/Black Pearl/Audubon/Uptown/West Riverside,"ALL South Engineers, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-15-2014,04-15-2014,04-17-2014,04-22-2014,04-23-2014,04-24-2014,04-24-2014,04-28-2014,04-23-2014,05-05-2014,14137,"$1,045.55"
Recovery Program - Central City,"C. H. Fenstermaker & Associates, Inc.",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-28-2014,04-08-2014,04-14-2014,04-16-2014,04-16-2014,04-17-2014,04-17-2014,04-21-2014,04-16-2014,04-28-2014,14087,"$9,274.97"
Recovery Program - St. Anthony Quadrant 2,"C.B. & I. (aka Shaw Environmental, Inc.)",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-27-2013,04-01-2014,04-07-2014,04-15-2014,04-16-2014,04-17-2014,04-17-2014,04-21-2014,04-16-2014,04-28-2014,14014,"$101,254.37"
Recovery Program - Lower Ninth Ward Quadrant 3,Integrated Management Services,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2014,04-03-2014,04-04-2014,04-07-2014,04-10-2014,04-11-2014,04-11-2014,04-16-2014,04-10-2014,04-29-2014,13983,"$65,244.74"
Recovery Program - Holy Cross - Part 1,Integrated Management Services,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2014,04-03-2014,04-04-2014,04-07-2014,04-11-2014,04-15-2014,04-15-2014,04-16-2014,04-11-2014,04-28-2014,13984,"$22,317.12"
Recovery Program - Marlyville-Fontainebleau,"Schrenk Endom Flanagan, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-28-2014,03-28-2014,04-02-2014,04-07-2014,04-08-2014,04-09-2014,04-09-2014,04-10-2014,04-08-2014,04-21-2014,13976,"$131,271.84"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),"Burk-Kleinpeter, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2014,03-13-2014,04-01-2014,04-07-2014,04-08-2014,04-08-2014,04-08-2014,04-09-2014,04-07-2014,04-21-2014,13892,"$2,161.04"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-02-2008,03-27-2014,03-31-2014,04-07-2014,04-08-2014,04-08-2014,04-08-2014,04-09-2014,04-08-2014,04-21-2014,13957,"$2,340.76"
Recovery Program - Gentilly Terrace and Desire Area Development ,Phoenix Global Engineering,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-25-2014,03-25-2014,03-28-2014,03-31-2014,04-01-2014,04-02-2014,04-02-2014,04-08-2014,04-01-2014,04-21-2014,13953,"$253,838.08"
