Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
NOPD Third District Police Station,Hernandez Consulting,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2016,08-05-2016,08-05-2016,08-05-2016,08-08-2016,08-09-2016,08-09-2016,08-11-2016,09-05-2016,08-29-2016,20406,"$80,398.5"
Timecard Management System,"Data Management, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-01-2016,08-01-2016,08-02-2016,08-05-2016,08-12-2016,08-18-2016,08-18-2016,08-22-2016,09-05-2016,08-29-2016,20464,$692.5
NOFD Multi Station Renovations,NANO LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-29-2016,07-29-2016,07-29-2016,08-01-2016,08-02-2016,08-02-2016,08-02-2016,08-04-2016,09-05-2016,08-29-2016,20377,"$21,669.06"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-24-2016,07-15-2016,07-28-2016,08-01-2016,08-01-2016,08-02-2016,08-02-2016,08-04-2016,09-05-2016,08-29-2016,20375,"$170,608.64"
Gert Town Community Pool,"Ardaman & Associates, Inc",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-22-2016,07-20-2016,07-26-2016,07-26-2016,07-27-2016,07-28-2016,07-28-2016,07-28-2016,08-15-2016,08-08-2016,20362,"$65,889.16"
Municipal Yacht Harbor Boat House Repairs,"PSI, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-07-2016,06-30-2016,07-26-2016,08-02-2016,08-02-2016,08-09-2016,08-09-2016,08-11-2016,09-05-2016,08-29-2016,20369,$930
Allie Mae Williams Multi-Service Center (Daycare/CCEOC Building Upgrades & HVAC Replacements),"VergesRome Architects, APAC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-16-2016,07-25-2016,07-25-2016,07-27-2016,07-27-2016,07-28-2016,07-28-2016,07-28-2016,08-15-2016,08-08-2016,20360,"$16,420"
Rosenwald Center Phase II - Pool & Poolhouse,CDW Services,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2016,07-19-2016,07-21-2016,07-22-2016,07-28-2016,08-02-2016,08-02-2016,08-04-2016,08-26-2016,08-29-2016,20354,"$378,102.48"
Rosenwald Center Phase II - Pool & Poolhouse,CDW Services,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2016,07-19-2016,07-20-2016,07-22-2016,07-28-2016,08-02-2016,08-02-2016,08-04-2016,08-26-2016,08-29-2016,20342,"$386,816.78"
City Hall/Civil Court MEP Repair / Replacement,"Marrero, Couvillon & Associates, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2016,06-30-2016,07-18-2016,07-19-2016,07-20-2016,07-22-2016,07-22-2016,07-26-2016,08-08-2016,08-03-2016,20326,"$50,772.4"
NOFD Fuel Tank Stations,"Linfield, Hunter & Junius",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-15-2016,07-15-2016,07-18-2016,07-18-2016,07-20-2016,07-22-2016,07-22-2016,07-26-2016,08-08-2016,08-03-2016,20327,"$11,000"
NOPD Third District Police Station,Hernandez Consulting,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2016,07-15-2016,07-15-2016,07-15-2016,07-18-2016,07-21-2016,07-21-2016,07-26-2016,08-08-2016,08-03-2016,20321,"$84,614.05"
NOFD Engine 31 Alba Rd.,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-23-2016,07-08-2016,07-12-2016,07-14-2016,07-15-2016,07-19-2016,07-19-2016,07-26-2016,08-08-2016,08-03-2016,20288,"$70,001"
Carrollton Hollygrove Senior Center,"Linfield, Hunter & Junius",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-25-2016,07-08-2016,07-12-2016,07-20-2016,07-21-2016,07-22-2016,07-22-2016,07-26-2016,08-08-2016,08-03-2016,20289,$975
St. Bernard Center Renovations,Kevin J. Smith Construction,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-05-2016,07-11-2016,07-12-2016,07-20-2016,07-22-2016,07-26-2016,07-26-2016,07-28-2016,08-15-2016,08-08-2016,20291,"$124,359.75"
NOFD Engine 36 Read Blvd,Lachin Oubré & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-05-2016,07-05-2016,07-08-2016,07-19-2016,07-20-2016,07-22-2016,07-22-2016,07-26-2016,08-08-2016,08-03-2016,20274,"$27,303.69"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-27-2016,06-29-2016,07-07-2016,07-20-2016,07-21-2016,07-26-2016,07-26-2016,07-28-2016,08-15-2016,08-08-2016,20350,"$292,036.82"
Timecard Management System,"Data Management, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2016,07-01-2016,07-05-2016,07-05-2016,07-05-2016,07-08-2016,07-08-2016,07-14-2016,08-01-2016,07-25-2016,20254,$617.5
Timecard Management System,"Data Management, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2016,05-01-2016,06-28-2016,06-28-2016,06-29-2016,06-30-2016,06-30-2016,07-07-2016,07-25-2016,07-21-2016,20227,$510
St. James Playground Katrina Repairs & Improvements,"Crescent Commercial Construction, LLC",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-27-2016,06-27-2016,06-27-2016,06-27-2016,06-27-2016,06-28-2016,06-28-2016,06-30-2016,07-11-2016,07-08-2016,20217,"$38,572.15"
Municipal Yacht Harbor Boat House Repairs,Fidelity & Deposit Company of Maryland,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2016,06-21-2016,06-27-2016,07-07-2016,07-07-2016,07-08-2016,07-08-2016,07-14-2016,08-01-2016,07-26-2016,20220,"$183,401.99"
NOFD Engine 36 Read Blvd,Lachin Oubré & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-16-2016,06-16-2016,06-21-2016,06-21-2016,06-22-2016,06-23-2016,06-23-2016,06-24-2016,07-11-2016,07-08-2016,20190,"$30,337.44"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-25-2016,05-05-2016,06-17-2016,06-22-2016,06-23-2016,06-24-2016,06-24-2016,06-24-2016,07-11-2016,07-08-2016,20173,"$302,735.43"
Rosenwald Center Phase I - Gymnasium & Grounds,Leaaf Environmental LLC,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2016,06-10-2016,06-13-2016,07-01-2016,07-05-2016,07-07-2016,07-07-2016,07-07-2016,07-25-2016,07-19-2016,20136,"$2,920"
City Hall/Civil Court MEP Repair / Replacement,"Marrero, Couvillon & Associates, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2016,05-31-2016,06-10-2016,06-20-2016,06-20-2016,06-21-2016,06-21-2016,06-22-2016,07-08-2016,07-08-2016,20127,"$28,012.95"
Gallier Hall Exterior Facade Repairs (St. Charles),"Markdesign, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-11-2016,05-11-2016,06-07-2016,06-07-2016,06-08-2016,06-09-2016,06-09-2016,06-14-2016,06-17-2016,06-21-2016,20103,"$1,717"
Gallier Hall Exterior Facade Repairs (St. Charles),"Markdesign, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-11-2016,05-11-2016,06-07-2016,06-07-2016,06-08-2016,06-09-2016,06-09-2016,06-14-2016,06-17-2016,06-21-2016,20104,"$2,967.35"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-29-2016,06-06-2016,06-07-2016,06-22-2016,06-23-2016,06-24-2016,06-24-2016,06-24-2016,07-11-2016,07-08-2016,20111,"$345,759.13"
NOFD Multi Station Renovations,NANO LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-27-2016,05-27-2016,06-03-2016,06-03-2016,06-03-2016,06-08-2016,06-08-2016,06-13-2016,06-17-2016,06-21-2016,20098,"$17,458.37"
Main Public Library Repairs,"WDG, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2016,05-31-2016,06-02-2016,06-02-2016,06-03-2016,06-08-2016,06-08-2016,06-13-2016,06-17-2016,06-21-2016,20095,"$1,559.91"
NOFD Engine Nos. 22 and 39,H & O Investments LLC,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-26-2016,05-26-2016,06-02-2016,06-03-2016,06-06-2016,06-08-2016,06-08-2016,06-13-2016,06-17-2016,06-21-2016,20096,"$21,574.45"
Milne Boys Home Phase III - Gymnasium,"Crescent Commercial Construction, LLC",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-24-2016,05-31-2016,06-01-2016,06-10-2016,06-14-2016,06-23-2016,06-23-2016,06-24-2016,06-17-2016,07-08-2016,20078,"$104,542.76"
Rosenwald Center Phase II - Pool & Poolhouse,CDW Services,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2016,05-20-2016,05-23-2016,06-02-2016,06-06-2016,06-09-2016,06-09-2016,06-14-2016,07-20-2016,06-21-2016,20038,"$291,203.45"
City Hall/Civil Court MEP Repair / Replacement,"Marrero, Couvillon & Associates, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2016,04-30-2016,05-17-2016,05-17-2016,05-18-2016,05-19-2016,05-19-2016,05-20-2016,05-24-2016,06-01-2016,19990,"$46,845.35"
DPW Multi-Purpose Site,"Osborne Contractors, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-13-2016,05-13-2016,05-16-2016,05-16-2016,05-17-2016,05-17-2016,05-17-2016,05-20-2016,05-24-2016,06-01-2016,19982,"$25,700"
NOFD Multi Station Renovations,NANO LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2016,04-30-2016,05-12-2016,05-13-2016,05-16-2016,05-17-2016,05-17-2016,05-17-2016,05-20-2016,06-01-2016,19970,"$10,401.85"
Nora Navra Library,Manning Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2016,04-30-2016,05-09-2016,05-12-2016,05-12-2016,05-25-2016,05-25-2016,05-26-2016,05-31-2016,06-06-2016,19935,"$46,038.5"
Rosenwald Center Phase II - Pool & Poolhouse,"WDG, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-29-2016,04-29-2016,05-04-2016,05-10-2016,05-11-2016,05-12-2016,05-12-2016,05-17-2016,05-20-2016,06-01-2016,19902,"$6,810.66"
Algiers Courthouse Restoration Ph. II - Structural Repairs,"Linfield, Hunter & Junius",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-26-2016,04-26-2016,04-26-2016,04-27-2016,04-28-2016,04-29-2016,04-29-2016,05-04-2016,05-09-2016,05-16-2016,19811,"$2,700"
Municipal Yacht Harbor Boat House Repairs,"PSI, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2016,03-31-2016,04-25-2016,05-24-2016,05-24-2016,05-26-2016,05-26-2016,05-31-2016,06-03-2016,06-06-2016,19800,"$4,034.41"
NOFD Engine 36 Read Blvd,Lachin Oubré & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-14-2016,04-14-2016,04-20-2016,04-21-2016,04-22-2016,04-25-2016,04-25-2016,04-26-2016,04-28-2016,05-03-2016,19757,"$11,338.25"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2016,04-05-2016,04-18-2016,04-27-2016,04-28-2016,04-29-2016,04-29-2016,05-04-2016,05-09-2016,05-16-2016,19818,"$335,694.54"
Rosenwald Center Phase I - Gymnasium & Grounds,Leaaf Environmental LLC,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2016,03-31-2016,04-15-2016,04-20-2016,04-22-2016,04-25-2016,04-25-2016,04-26-2016,04-28-2016,05-03-2016,19737,$286.25
Municipal Yacht Harbor Boat House Repairs,Fidelity & Deposit Company of Maryland,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2016,03-31-2016,04-14-2016,04-26-2016,05-06-2016,06-23-2016,06-23-2016,06-24-2016,07-07-2016,07-08-2016,19722,"$145,699.2"
New Orleans Museum of Art Damage Repairs,"Eskew, Dumez & Ripple",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2016,03-31-2016,04-14-2016,04-21-2016,04-22-2016,04-25-2016,04-25-2016,04-26-2016,04-28-2016,05-03-2016,19723,"$17,237.73"
New Orleans Juvenile Justice Center (Youth Study Center),The McDonnel Group,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2015,11-30-2015,04-12-2016,04-20-2016,04-20-2016,04-25-2016,04-25-2016,04-26-2016,04-28-2016,05-03-2016,19692,"$100,000"
Rosenwald Center Phase I - Gymnasium & Grounds,"Gibbs Construction, Co.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-18-2016,03-18-2016,04-12-2016,04-13-2016,04-15-2016,04-18-2016,04-18-2016,04-19-2016,04-22-2016,05-03-2016,19695,"$10,119.4"
Rosenwald Center Phase I - Gymnasium & Grounds,"Gibbs Construction, Co.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2016,03-31-2016,04-12-2016,04-13-2016,04-18-2016,04-18-2016,04-18-2016,04-19-2016,04-22-2016,05-03-2016,19696,"$360,939.02"
City Hall/Civil Court MEP Repair / Replacement,"Marrero, Couvillon & Associates, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2016,03-31-2016,04-07-2016,04-14-2016,04-25-2016,04-28-2016,04-28-2016,05-04-2016,05-09-2016,05-16-2016,19676,"$40,165.02"
DPW Multi-Purpose Site,"Osborne Contractors, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2016,02-29-2016,04-07-2016,04-08-2016,04-11-2016,05-17-2016,05-17-2016,05-20-2016,05-27-2016,06-01-2016,19682,"$92,000"
Rosenwald Center Phase II - Pool & Poolhouse,Leaaf Environmental LLC,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-30-2016,03-30-2016,04-06-2016,04-20-2016,04-22-2016,04-25-2016,04-25-2016,04-26-2016,04-28-2016,05-03-2016,19666,"$32,432.48"
Rosenwald Center Phase II - Pool & Poolhouse,CDW Services,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2016,03-31-2016,04-05-2016,04-13-2016,04-13-2016,04-13-2016,04-13-2016,04-18-2016,04-22-2016,05-03-2016,19647,"$265,986.32"
Rosenwald Center Phase II - Pool & Poolhouse,"WDG, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-30-2016,03-30-2016,04-01-2016,04-20-2016,04-22-2016,04-25-2016,04-25-2016,04-26-2016,04-28-2016,05-03-2016,19639,"$3,745.85"
NOFD Multi Station Renovations,NANO LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-29-2016,03-29-2016,03-30-2016,03-30-2016,03-30-2016,03-31-2016,03-31-2016,04-05-2016,04-08-2016,04-18-2016,19627,"$12,382.32"
NOFD Engine 36 Read Blvd,Lachin Oubré & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-22-2016,03-22-2016,03-28-2016,03-29-2016,03-30-2016,03-31-2016,03-31-2016,04-05-2016,04-08-2016,04-18-2016,19594,"$35,196.68"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-15-2016,03-15-2016,03-21-2016,03-23-2016,03-28-2016,06-27-2016,06-27-2016,06-27-2016,06-30-2016,07-01-2016,19559,"$134,567.56"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-15-2016,03-15-2016,03-21-2016,03-22-2016,04-11-2016,04-13-2016,04-13-2016,04-18-2016,04-22-2016,05-03-2016,19560,"$249,720.65"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-29-2016,03-08-2016,03-21-2016,04-27-2018,04-28-2016,04-29-2016,04-29-2016,05-04-2016,05-09-2016,05-16-2016,19816,"$378,818.19"
Sanchez (Copelin-Byrd) Center,"Gibbs Construction, Co.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2016,02-29-2016,03-17-2016,03-28-2016,04-04-2016,04-07-2016,04-07-2016,04-08-2016,04-12-2016,04-18-2016,19543,"$118,224.6"
NOFD Engine 31 Alba Rd.,Devier Design Build,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-07-2016,03-07-2016,03-17-2016,03-18-2016,03-31-2016,04-05-2016,04-05-2016,04-08-2016,04-12-2016,04-18-2016,19545,"$255,649.99"
New Orleans Museum of Art Damage Repairs,"Eskew, Dumez & Ripple",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2016,02-29-2016,03-14-2016,03-21-2016,03-23-2016,03-24-2016,03-24-2016,03-30-2016,04-01-2016,04-11-2016,19530,"$30,191"
Milne Boys Home Phase III - Gymnasium,"Crescent Commercial Construction, LLC",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2016,02-29-2016,03-14-2016,03-16-2016,03-18-2016,03-22-2016,03-22-2016,03-28-2016,04-01-2016,04-11-2016,19532,"$20,014.98"
Rosenwald Center Phase II - Pool & Poolhouse,CDW Services,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2016,03-10-2016,03-11-2016,03-11-2016,03-15-2016,04-13-2016,04-13-2016,04-18-2016,04-22-2016,05-03-2016,19518,"$177,871.68"
Criminal District Court - Structural Wind Retro-Fit,Yeates and Yeates Architects,Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-06-2015,03-08-2016,03-09-2016,03-10-2016,03-11-2016,03-14-2016,03-14-2016,06-02-2016,06-17-2016,06-21-2016,19490,"$22,000"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-25-2015,02-02-2016,03-02-2016,03-07-2016,03-08-2016,03-09-2016,03-09-2016,03-11-2016,03-15-2016,03-17-2016,19476,"$278,185.63"
