"","Check","Fund","PV","Department","Vendor","InvoiceDate","StampDate","APDate","CheckDate","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder45","Total46_90","Total91_135","TotalOver135"
"177",1712709,"FDH","","Health","Kyocera Document Solutions",2014-11-18,NA,2014-11-25,2014-12-02,"",4,14,2014 Q4,1,0,0,1,0,0,0
"178",1712715,"FDH","","Health","LMF Ventures LLC",2014-10-31,NA,2014-11-24,2014-12-03,"",6,33,2014 Q4,1,0,0,1,0,0,0
"179",1712721,"51","","Public Works","Design Engineering",2014-11-10,NA,2014-11-21,2014-12-03,"",7,23,2014 Q4,1,0,0,1,0,0,0
"180",1712727,"FDH","","Health","A Maloney Moving & Storage",2014-10-01,NA,2014-11-24,2014-12-03,"",6,63,2014 Q4,1,0,0,0,1,0,0
"181",1712745,"DOD","","OCD","Kutak Rock",2014-10-21,NA,2014-11-26,2014-12-04,"",5,44,2014 Q4,1,0,0,1,0,0,0
"182",1712763,"LLE","","NOPD","Hewlett-Packard",2014-11-07,NA,2014-12-01,2014-12-04,"",4,27,2014 Q4,1,0,0,1,0,0,0
"183",1712769,"LDH","","Health","Target Bank",2014-11-18,NA,2014-12-02,2014-12-04,"",3,16,2014 Q4,1,0,0,1,0,0,0
"184",1712775,"FEM","","Homeland Security","Margaret Feder",2014-11-14,NA,2014-12-02,2014-12-04,"",3,20,2014 Q4,1,0,0,1,0,0,0
"185",1712781,"FEM","","Homeland Security","Rosa Gordon",2014-10-23,NA,2014-12-02,2014-12-05,"",4,43,2014 Q4,1,0,0,1,0,0,0
"186",1712787,"51","","Public Works","Ardaman & Associates",2014-10-21,NA,2014-12-03,2014-12-05,"",3,45,2014 Q4,1,0,0,1,0,0,0
"187",1712793,"FDH","","Health","A Maloney Moving & Storage",2014-11-01,NA,2014-12-02,2014-12-05,"",4,34,2014 Q4,1,0,0,1,0,0,0
"188",1712799,"LCD","","OCD","Louisiana Office Products",2014-11-20,NA,2014-11-26,2014-12-08,"",7,18,2014 Q4,1,0,0,1,0,0,0
"189",1712805,"FDH","","Health","Orleans Parish Hospital District A",2014-05-22,NA,2014-12-04,2014-12-09,"",4,201,2014 Q4,1,0,0,0,0,0,1
"190",1712811,"HUD","","OCD","Shelter Resources",2014-09-22,NA,2014-12-05,2014-12-09,"",3,78,2014 Q4,1,0,0,0,1,0,0
"191",1712817,"FDJ","","Health","Byrne Sherwood",2014-11-07,NA,2014-12-05,2014-12-10,"",4,33,2014 Q4,1,0,0,1,0,0,0
"192",1712823,"FDJ","","Health","Sprint",2014-11-30,NA,2014-12-05,2014-12-10,"",4,10,2014 Q4,1,0,0,1,0,0,0
"193",1712829,"HUD","","OCD","Champion Graphics",2014-11-26,NA,2014-12-05,2014-12-10,"",4,14,2014 Q4,1,0,0,1,0,0,0
"194",1712835,"FDH","","Health","Henry Schein",2014-11-14,NA,2014-12-09,2014-12-11,"",3,27,2014 Q4,1,0,0,1,0,0,0
"195",1712841,"51","","Capital Projects","FHP Tectonics",2014-07-24,NA,2014-12-10,2014-12-11,"",2,140,2014 Q4,1,0,0,0,0,0,1
"196",1712847,"DOL","","Mayor","Sprint",2014-11-30,NA,2014-12-10,2014-12-11,"",2,11,2014 Q4,1,0,0,1,0,0,0
"197",1712853,"51","","Capital Projects","H&O Investments",2014-12-02,NA,2014-12-09,2014-12-11,"",3,9,2014 Q4,1,0,0,1,0,0,0
"198",1712859,"FEM","","Fire","Casco Industries",2014-11-17,NA,2014-12-08,2014-12-11,"",4,24,2014 Q4,1,0,0,1,0,0,0
"199",1712865,"FEM","","Homeland Security","The Solutient Corp",2014-12-09,NA,2014-12-09,2014-12-11,"",3,2,2014 Q4,1,0,0,1,0,0,0
"200",1712877,"51","","Capital Projects","Public Construction Inc",2014-10-31,NA,2014-12-05,2014-12-11,"",5,41,2014 Q4,1,0,0,1,0,0,0
"201",1712883,"DOL","","Mayor","Orleans Parish School Board",2014-12-01,NA,2014-12-10,2014-12-11,"",2,10,2014 Q4,1,0,0,1,0,0,0
"202",1712907,"PRIV","","OIG","Vera Institute of Justice",2014-12-10,NA,2014-12-12,2014-12-15,"",2,5,2014 Q4,1,0,0,1,0,0,0
"203",1712913,"51","","Capital Projects","Geocent",2014-07-08,NA,2014-12-15,2014-12-15,"",1,160,2014 Q4,1,0,0,0,0,0,1
"204",1712919,"51","","Capital Projects","H&O Investments",2014-08-18,NA,2014-12-15,2014-12-17,"",3,121,2014 Q4,1,0,0,0,0,1,0
"205",1712925,"51","","Capital Projects","Kevin J. Smith Construction Co.",2014-12-01,NA,2014-12-11,2014-12-17,"",5,16,2014 Q4,1,0,0,1,0,0,0
"206",1712967,"FDH","","Health","Falcon Security Company",2014-12-03,NA,2014-12-16,2014-12-19,"",4,16,2014 Q4,1,0,0,1,0,0,0
"207",1712973,"HUD","","OCD","Project Homecoming",2014-12-04,NA,2014-12-11,2014-12-19,"",7,15,2014 Q4,1,0,0,1,0,0,0
"208",1712979,"HUD","","OCD","Covenant House New Orleans",2014-10-15,NA,2014-12-09,2014-12-19,"",9,65,2014 Q4,0,1,0,0,1,0,0
"209",1712985,"HUD","","OCD","Concerned Citizens for a Better Algiers",2014-10-20,NA,2014-12-17,2014-12-19,"",3,60,2014 Q4,1,0,0,0,1,0,0
"210",1712991,"DOL","","Mayor","Kyocera Document Solutions",2014-11-04,NA,2014-12-17,2014-12-19,"",3,45,2014 Q4,1,0,0,1,0,0,0
"211",1713221,"FDH","","Health","Fran Lawless",2014-12-01,NA,2014-12-18,2014-12-23,"",4,22,2014 Q4,1,0,0,1,0,0,0
"212",1713226,"PRIV","","OCD","Carver Theater Productions LLC",2014-09-05,NA,2014-12-17,2014-12-23,"",5,109,2014 Q4,1,0,0,0,0,1,0
"213",1713229,"HUD","","OCD","St. Bernard Project",2014-12-08,NA,2014-12-17,2014-12-23,"",5,15,2014 Q4,1,0,0,1,0,0,0
"214",1713234,"FEM","","Homeland Security","Cathleen Hightower",2014-11-03,NA,2014-12-17,2014-12-23,"",5,50,2014 Q4,1,0,0,0,1,0,0
"215",1713238,"FEM","","Homeland Security","Carol George Johnson",2014-11-05,NA,2014-12-17,2014-12-23,"",5,48,2014 Q4,1,0,0,0,1,0,0
"216",1713241,"DOL","","Mayor","Arbor E&T LLC",2014-08-18,NA,2014-12-17,2014-12-23,"",5,127,2014 Q4,1,0,0,0,0,1,0
"217",1713245,"UDG","","OCD","Covenant House New Orleans",2014-12-03,NA,2014-12-17,2014-12-23,"",5,20,2014 Q4,1,0,0,1,0,0,0
"218",1713249,"51","","Capital Projects","H&O Investments",2014-08-18,NA,2014-12-17,2014-12-23,"",5,127,2014 Q4,1,0,0,0,0,1,0
"219",1713253,"FDH","","Health","Ives Business Forms",2014-12-12,NA,2014-12-17,2014-12-23,"",5,11,2014 Q4,1,0,0,1,0,0,0
"220",1713257,"51","","Capital Projects","Verges Rome Architects APC",2014-12-15,NA,2014-12-17,2014-12-23,"",5,8,2014 Q4,1,0,0,1,0,0,0
"221",1713261,"FDJ","","OIG","Louisiana Public Health Institute",2014-12-04,NA,2014-12-17,2014-12-23,"",5,19,2014 Q4,1,0,0,1,0,0,0
"222",1713268,"PRIV","","Health","Zea St. Charles LLC",2014-12-15,NA,2014-12-17,2014-12-23,"",5,8,2014 Q4,1,0,0,1,0,0,0
"223",1713270,"FDH","","Health","Royal Parking DBA GoPark",2014-12-15,NA,2014-12-17,2014-12-23,"",5,8,2014 Q4,1,0,0,1,0,0,0
"224",1713275,"HUD","","OCD","Michael Hartenstein & Mary",2014-12-03,NA,2014-12-19,2014-12-24,"",4,21,2014 Q4,1,0,0,1,0,0,0
"225",1713277,"51","","Capital Projects","Big Yellow Construction",2014-12-02,NA,2014-12-18,2014-12-24,"",5,22,2014 Q4,1,0,0,1,0,0,0
"226",1713281,"FDH","","Health","Henry Schein",2014-12-05,NA,2014-12-23,2014-12-24,"",2,19,2014 Q4,1,0,0,1,0,0,0
"227",1713285,"HUD","","OCD","Nicole Elia",2014-12-04,NA,2014-12-19,2014-12-24,"",4,20,2014 Q4,1,0,0,1,0,0,0
"228",1713289,"HUD","","OCD","NOLA Media Group",2014-11-30,NA,2014-12-18,2014-12-24,"",5,24,2014 Q4,1,0,0,1,0,0,0
"229",1713293,"PRIV","","Health","Honey Baked Ham",2014-09-30,NA,2014-12-18,2014-12-24,"",5,85,2014 Q4,1,0,0,0,1,0,0
"230",1713297,"LMD","","Homeland Security","Verizon Wireless",2014-11-23,NA,2014-12-23,2014-12-24,"",2,31,2014 Q4,1,0,0,1,0,0,0
"231",1713301,"HUD","","OCD","Kronfel Property LLC",2015-01-01,NA,2014-12-19,2014-12-24,"",4,0,2014 Q4,1,0,0,1,0,0,0
"232",1713307,"PRIV","","Health","4Imprint",2014-12-12,NA,2014-12-18,2014-12-24,"",5,12,2014 Q4,1,0,0,1,0,0,0
"233",1713309,"FDH","","Health","Parents as Teachers National Center",2014-12-02,NA,2014-12-22,2014-12-24,"",3,22,2014 Q4,1,0,0,1,0,0,0
"234",1713313,"HUD","","OCD","Carol S Reggio",2014-12-05,NA,2014-12-19,2014-12-24,"",4,19,2014 Q4,1,0,0,1,0,0,0
"235",1713317,"HUD","","OCD","Chris Boudreaux",2014-12-04,NA,2014-12-19,2014-12-24,"",4,20,2014 Q4,1,0,0,1,0,0,0
"236",1713321,"HUD","","OCD","Christopher Marino Sr; Cheryl Marino",2014-12-04,NA,2014-12-19,2014-12-24,"",4,20,2014 Q4,1,0,0,1,0,0,0
"237",1713325,"HUD","","OCD","Bella Zoya LLC",2014-12-03,NA,2014-12-19,2014-12-24,"",4,21,2014 Q4,1,0,0,1,0,0,0
"238",1713329,"HUD","","OCD","Absolute Nursing Care",2014-12-04,NA,2014-12-19,2014-12-24,"",4,20,2014 Q4,1,0,0,1,0,0,0
"239",1713338,"FEM","","Fire","Casco Industries",2014-06-26,NA,2014-12-22,2014-12-24,"",3,181,2014 Q4,1,0,0,0,0,0,1
"240",1713341,"HUD","","OCD","Preservation Resource Center",2014-11-21,NA,2014-12-18,2014-12-24,"",5,33,2014 Q4,1,0,0,1,0,0,0
"241",1713345,"FEM","","Fire","A-1 Appliance",2014-11-14,NA,2014-12-22,2014-12-24,"",3,40,2014 Q4,1,0,0,1,0,0,0
"242",1713349,"FDH","","Health","Mercy Family Center",2014-11-13,NA,2014-12-22,2014-12-24,"",3,41,2014 Q4,1,0,0,1,0,0,0
"243",1713353,"HUD","","OCD","Hampton Rental Properties",2014-12-15,NA,2014-12-19,2014-12-24,"",4,9,2014 Q4,1,0,0,1,0,0,0
"244",1713357,"HUD","","OCD","ABB Properties LLC",2014-12-04,NA,2014-12-19,2014-12-24,"",4,20,2014 Q4,1,0,0,1,0,0,0
"245",1713362,"HUD","","OCD","Hewlett-Packard",2014-11-20,NA,2014-12-11,2014-12-24,"",10,34,2014 Q4,0,1,0,1,0,0,0
"246",1713366,"HUD","","OCD","Lenny Thorell",2014-12-15,NA,2014-12-22,2014-12-29,"",5,14,2014 Q4,1,0,0,1,0,0,0
"247",1713369,"51","","Public Works","Geocent",2014-08-08,NA,2014-12-24,2014-12-29,"",3,143,2014 Q4,1,0,0,0,0,0,1
"248",1713377,"DOL","","Mayor","Arbor E&T LLC",2014-08-18,NA,2014-12-18,2014-12-29,"",7,133,2014 Q4,1,0,0,0,0,1,0
"249",1713381,"FEM","","Homeland Security","Smart Inc",2014-12-15,NA,2014-12-18,2014-12-29,"",7,14,2014 Q4,1,0,0,1,0,0,0
"250",1713387,"51","","Public Works","Pictometry International Corp",2014-07-24,NA,2014-12-31,2014-12-31,"",1,160,2014 Q4,1,0,0,0,0,0,1
"251",1713389,"HUD","","OCD","St. Bernard Project",2014-11-12,NA,2014-12-23,2014-12-31,"",6,49,2014 Q4,1,0,0,0,1,0,0
"252",1713393,"DOL","","Mayor","Arbor E&T LLC",2014-12-10,NA,2014-12-30,2014-12-31,"",2,21,2014 Q4,1,0,0,1,0,0,0
"253",1713397,"DOL","","Mayor","Arbor E&T LLC",2014-12-10,NA,2014-12-30,2014-12-31,"",2,21,2014 Q4,1,0,0,1,0,0,0
"254",1713401,"DOL","","Mayor","Arbor E&T LLC",2014-10-13,NA,2014-12-30,2014-12-31,"",2,79,2014 Q4,1,0,0,0,1,0,0
"255",1713405,"HUD","","OCD","Preservation Resource Center",2014-12-03,NA,2014-12-24,2014-12-31,"",5,28,2014 Q4,1,0,0,1,0,0,0
"256",1713408,"HUD","","OCD","Responsibility House",2014-12-10,NA,2014-12-24,2014-12-31,"",5,21,2014 Q4,1,0,0,1,0,0,0
"257",1710287,"HUD","","OCD","Shelter Resources",2014-08-27,NA,2014-08-28,2014-09-04,"",5,8,2014 Q3,1,0,0,1,0,0,0
"258",1710290,"HUD","","OCD","Concerned Citizens",2014-07-23,NA,2014-08-28,2014-09-04,"",5,43,2014 Q3,1,0,0,1,0,0,0
"259",1710297,"FDH","","Health","Henry Schein Inc",2014-08-13,NA,2014-08-28,2014-09-04,"",5,22,2014 Q3,1,0,0,1,0,0,0
"260",1710300,"HUD","","OCD","Rising Sun Economic Development Company",2014-08-27,NA,2014-08-29,2014-09-04,"",4,8,2014 Q3,1,0,0,1,0,0,0
"261",1710312,"PRIV","","Health","Louisiana Office Products",2014-08-22,NA,2014-08-28,2014-09-04,"",5,13,2014 Q3,1,0,0,1,0,0,0
"262",1710315,"HUD","","OCD","Ozanam Inn",2014-05-12,NA,2014-08-27,2014-09-04,"",6,115,2014 Q3,1,0,0,0,0,1,0
"263",1710318,"HUD","","OCD","Responsibility House",2014-07-10,NA,2014-08-27,2014-09-04,"",6,56,2014 Q3,1,0,0,0,1,0,0
"264",1710322,"DOL","","Mayor","Nadiyah Morris",2014-08-05,NA,2014-09-02,2014-09-04,"",3,30,2014 Q3,1,0,0,1,0,0,0
"265",1710324,"FDH","","Health","Benco Dental Supply Co",2014-08-12,NA,2014-09-04,2014-09-05,"",2,24,2014 Q3,1,0,0,1,0,0,0
"266",1710327,"51","","Capital Projects","FHP Tectonics",2014-08-19,NA,2014-08-29,2014-09-05,"",5,17,2014 Q3,1,0,0,1,0,0,0
"267",1710330,"51","","Capital Projects","Ardaman & Assoc.",2013-10-02,NA,2014-09-02,2014-09-05,"",4,338,2014 Q3,1,0,0,0,0,0,1
"268",1710332,"51","","Capital Projects","H&O Investments",2014-08-18,NA,2014-09-03,2014-09-05,"",3,18,2014 Q3,1,0,0,1,0,0,0
"269",1710335,"51","","Capital Projects","H&O Investments",2014-08-18,NA,2014-09-03,2014-09-05,"",3,18,2014 Q3,1,0,0,1,0,0,0
"270",1710337,"51","","Capital Projects","Custom Products Corp",2014-08-06,NA,2014-09-02,2014-09-05,"",4,30,2014 Q3,1,0,0,1,0,0,0
"271",1710340,"FEM","","Youth Study Center","Louisiana Office Products",2014-06-09,NA,2014-08-29,2014-09-05,"",5,88,2014 Q3,1,0,0,0,1,0,0
"272",1710342,"51","","Capital Projects","Linfield Hunter & Junius",2014-08-27,NA,2014-09-02,2014-09-05,"",4,9,2014 Q3,1,0,0,1,0,0,0
"273",1710345,"FDJ","","Health","Printers Wholesale Group",2014-09-02,NA,2014-09-04,2014-09-05,"",2,3,2014 Q3,1,0,0,1,0,0,0
"274",1710347,"51","","Capital Projects","Pavement Markings",2014-08-05,NA,2014-09-08,2014-09-08,"",1,34,2014 Q3,1,0,0,1,0,0,0
"275",1710357,"51","","Capital Projects","Kenall",2014-08-26,NA,2014-09-08,2014-09-08,"",1,13,2014 Q3,1,0,0,1,0,0,0
"276",1710367,"51","","Capital Projects","Big Yellow Construction",2014-08-22,NA,2014-09-04,2014-09-09,"",4,18,2014 Q3,1,0,0,1,0,0,0
"277",1710372,"HUD","","OCD","Providence Community Housing",2014-08-22,NA,2014-09-04,2014-09-09,"",4,18,2014 Q3,1,0,0,1,0,0,0
"278",1710370,"HUD","","OCD","Providence Community Housing",2014-09-03,NA,2014-09-04,2014-09-09,"",4,6,2014 Q3,1,0,0,1,0,0,0
"279",1710375,"51","","Capital Projects","Plus Concrete, Inc",2014-08-22,NA,2014-09-02,2014-09-09,"",6,18,2014 Q3,1,0,0,1,0,0,0
"280",1710377,"51","","Capital Projects","Moses Engineers",2014-08-05,NA,2014-08-28,2014-09-09,"",8,35,2014 Q3,0,1,0,1,0,0,0
"281",1710382,"FEM","","OCD","American Pollution Control Corp",2014-05-21,NA,2014-09-04,2014-09-09,"",4,111,2014 Q3,1,0,0,0,0,1,0
"282",1710380,"FEM","","OCD","American Pollution Control Corp",2014-09-04,NA,2014-09-04,2014-09-09,"",4,5,2014 Q3,1,0,0,1,0,0,0
"283",1710385,"HUD","","NORDC","Vietnamese Initiatives in Economic Training",2014-06-09,NA,2014-09-05,2014-09-09,"",3,92,2014 Q3,1,0,0,0,0,1,0
"284",1710387,"FEM","","Homeland Security","Sewerage and Water Board of New Orleans",2014-08-27,NA,2014-09-08,2014-09-09,"",2,13,2014 Q3,1,0,0,1,0,0,0
"285",1710390,"FEM","","Fire","Blockhouse Cmompany, Inc. ",2014-09-05,NA,2014-09-08,2014-09-10,"",3,5,2014 Q3,1,0,0,1,0,0,0
"286",1710392,"FEM","","Fire","Blockhouse Company",2014-08-29,NA,2014-09-08,2014-09-10,"",3,12,2014 Q3,1,0,0,1,0,0,0
"287",1710395,"FHS","","Homeland Security","Motorola Solutions, Inc.",2014-08-28,NA,2014-08-28,2014-09-10,"",9,13,2014 Q3,0,1,0,1,0,0,0
"288",1710397,"FDJ","","Health","Center for Restrorative Approaches",2014-05-31,NA,2014-09-10,2014-09-10,"",1,102,2014 Q3,1,0,0,0,0,1,0
"289",1710400,"FDH","","Health","The Salvation Army ",2014-08-26,NA,2014-08-29,2014-09-10,"",8,15,2014 Q3,0,1,0,1,0,0,0
"290",1710402,"51","","Capital Projects","Fleming Construction",2014-08-26,NA,2014-09-10,2014-09-10,"",1,15,2014 Q3,1,0,0,1,0,0,0
"291",1710405,"FHS","","Homeland Security","Delta Com Services",2014-08-25,NA,2014-08-29,2014-09-10,"",8,16,2014 Q3,0,1,0,1,0,0,0
"292",1710407,"FEM","","Fire","Joe's Lawnmower Shop",2014-09-02,NA,2014-09-08,2014-09-10,"",3,8,2014 Q3,1,0,0,1,0,0,0
"293",1710410,"FEM","","FIre","Joes Lawnmower Shop",2014-09-05,NA,2014-09-08,2014-09-10,"",3,5,2014 Q3,1,0,0,1,0,0,0
"294",1710427,"FDH","","Health","Catty Car Corner",2014-07-22,NA,2014-09-05,2014-09-11,"",5,51,2014 Q3,1,0,0,0,1,0,0
"295",1710432,"PRIV","","Health","Spears Consulting Group",2014-08-27,NA,2014-09-05,2014-09-11,"",5,15,2014 Q3,1,0,0,1,0,0,0
"296",1710437,"LMD","","Homeland Security","Grainger",2014-09-08,NA,2014-09-10,2014-09-11,"",2,3,2014 Q3,1,0,0,1,0,0,0
"297",1710442,"FEM","","Fire","CDW-G",2014-08-22,NA,2014-09-08,2014-09-11,"",4,20,2014 Q3,1,0,0,1,0,0,0
"298",1710447,"FDJ","","Health","Sprint",2014-08-30,NA,2014-09-05,2014-09-11,"",5,12,2014 Q3,1,0,0,1,0,0,0
"299",1710452,"51","","Capital Projects","H&O Investments",2014-08-21,NA,2014-09-10,2014-09-11,"",2,21,2014 Q3,1,0,0,1,0,0,0
"300",1710461,"DOL","","Mayor","Ives Business Forms, INC.",2014-09-09,NA,2014-09-09,2014-09-11,"",3,2,2014 Q3,1,0,0,1,0,0,0
"301",1710462,"DOL","","Mayor","Goodwill Industries of Southeastern LA",2014-08-31,NA,2014-09-09,2014-09-11,"",3,11,2014 Q3,1,0,0,1,0,0,0
"302",1710472,"LSS","","OCD","Lindy's Place ",2014-08-26,NA,2014-09-11,2014-09-11,"",1,16,2014 Q3,1,0,0,1,0,0,0
"303",1710482,"DOL","","Mayor","Kyocera",2014-07-25,NA,2014-09-09,2014-09-11,"",3,48,2014 Q3,1,0,0,0,1,0,0
"304",1710487,"HUD","","OCD","Harry Thompson Center",2014-06-27,NA,2014-09-09,2014-09-12,"",4,77,2014 Q3,1,0,0,0,1,0,0
"305",1710492,"FEM","","Homeland Security","NORA",2014-08-25,NA,2014-09-09,2014-09-12,"",4,18,2014 Q3,1,0,0,1,0,0,0
"306",1710497,"HUD","","OCD","Project Lazarus",2014-09-02,NA,2014-09-09,2014-09-12,"",4,10,2014 Q3,1,0,0,1,0,0,0
"307",1710502,"LCD","","OCD","NOLA Media Group",2014-08-31,NA,2014-09-15,2014-09-15,"",1,15,2014 Q3,1,0,0,1,0,0,0
"308",1710507,"PRIV","","Health","Honey Baked Ham",2014-09-06,NA,2014-09-15,2014-09-15,"",1,9,2014 Q3,1,0,0,1,0,0,0
"309",1710512,"FDJ","","Health","GNO Afterschool Partnership",2014-08-10,NA,2014-09-15,2014-09-15,"",1,36,2014 Q3,1,0,0,1,0,0,0
"310",1710517,"FDH","","Health","Sprint",2014-08-29,NA,2014-09-15,2014-09-15,"",1,17,2014 Q3,1,0,0,1,0,0,0
"311",1710522,"FEM","","Fire","Tim Marine LLC",2014-08-28,NA,2014-09-11,2014-09-15,"",3,18,2014 Q3,1,0,0,1,0,0,0
"312",1710527,"LDH","","Capital Projects","Concentra Medical Centers",2014-09-08,NA,2014-09-11,2014-09-16,"",4,8,2014 Q3,1,0,0,1,0,0,0
"313",1710537,"PRIV","","Capital Projects","Liberty's Kitchen",2014-09-11,NA,2014-09-12,2014-09-17,"",4,6,2014 Q3,1,0,0,1,0,0,0
"314",1710542,"FDH","","Health","Priority Health Care ",2014-09-09,NA,2014-09-11,2014-09-17,"",5,8,2014 Q3,1,0,0,1,0,0,0
"315",1710547,"FDJ","","Homeland Security","OrleansParish Sheriff's Office",2014-09-10,NA,2014-09-11,2014-09-17,"",5,7,2014 Q3,1,0,0,1,0,0,0
"316",1710552,"51","","Capital Projects","HMS Architects",2014-09-15,NA,2014-09-16,2014-09-17,"",2,2,2014 Q3,1,0,0,1,0,0,0
"317",1710557,"FDH","","Health","Kyocera Mita America ",2014-08-28,NA,2014-09-12,2014-09-17,"",4,20,2014 Q3,1,0,0,1,0,0,0
"318",1710927,"FDH","","Health","Pfisterer Auderer",2014-09-16,NA,2014-09-17,2014-09-18,"",2,2,2014 Q3,1,0,0,1,0,0,0
"319",1710932,"HUD","","OCD","Harry Thompson Center",2014-09-12,NA,2014-09-15,2014-09-18,"",4,6,2014 Q3,1,0,0,1,0,0,0
"320",1710942,"HUD","","OCD","St. Bernard Project",2014-09-15,NA,2014-09-15,2014-09-18,"",4,3,2014 Q3,1,0,0,1,0,0,0
"321",1710952,"LCD/HUD","","OCD","Sprint Nextel Corp.",2014-09-10,NA,2014-09-12,2014-09-18,"",5,8,2014 Q3,1,0,0,1,0,0,0
"322",1710967,"HUD","","OCD","Travelers Aid Society",2014-09-11,NA,2014-09-12,2014-09-18,"",5,7,2014 Q3,1,0,0,1,0,0,0
"323",1710972,"HUD","","OCD","Traveelers Aid Society",2014-09-11,NA,2014-09-12,2014-09-18,"",5,7,2014 Q3,1,0,0,1,0,0,0
"324",1710977,"FDJ","","Health","Louisiana Office Products",2014-09-10,NA,2014-09-17,2014-09-18,"",2,8,2014 Q3,1,0,0,1,0,0,0
"325",1710987,"FEM","","OCD","American Pollution Control Corp",2014-06-30,NA,2014-09-16,2014-09-18,"",3,80,2014 Q3,1,0,0,0,1,0,0
"326",1710992,"HUD","","OCD","Brotherhood",2014-06-26,NA,2014-09-16,2014-09-18,"",3,84,2014 Q3,1,0,0,0,1,0,0
"327",1711001,"51","","Capital Projects","Cresecent Commercial",2014-09-04,NA,2014-09-17,2014-09-18,"",2,14,2014 Q3,1,0,0,1,0,0,0
"328",1711005,"FDH","","Health","Matilda Tennessee",2014-09-03,NA,2014-09-17,2014-09-18,"",2,15,2014 Q3,1,0,0,1,0,0,0
"329",1711012,"LCD","","OCD","DS Waters of Ameirca",2014-09-05,NA,2014-09-18,2014-09-19,"",2,14,2014 Q3,1,0,0,1,0,0,0
"330",1711022,"PRIV","","Health","Catty Car Corner",2014-09-03,NA,2014-09-22,2014-09-23,"",2,20,2014 Q3,1,0,0,1,0,0,0
"331",1711027,"HUD","","OCD","St. Bernard Project",2014-09-09,NA,2014-09-17,2014-09-23,"",5,14,2014 Q3,1,0,0,1,0,0,0
"332",1711032,"FJA","","Homeland Security","CDW-G",2014-09-15,NA,2014-09-23,2014-09-23,"",1,8,2014 Q3,1,0,0,1,0,0,0
"333",1711037,"FDH","","Health","Documart",2014-09-15,NA,2014-09-19,2014-09-23,"",3,8,2014 Q3,1,0,0,1,0,0,0
"334",1711042,"FEM","","Youth Study Center","Bob Barker Co.",2014-08-14,NA,2014-09-19,2014-09-23,"",3,40,2014 Q3,1,0,0,1,0,0,0
"335",1711047,"HUD","","OCD","Gallagher Records Management",2014-08-06,NA,2014-09-17,2014-09-23,"",5,48,2014 Q3,1,0,0,0,1,0,0
"336",1711052,"HUD","","OCD","Preservation Resource Centet",2014-08-07,NA,2014-09-17,2014-09-23,"",5,47,2014 Q3,1,0,0,0,1,0,0
"337",1711062,"HUD","","OCD","Brotherhood",2014-09-16,NA,2014-09-17,2014-09-23,"",5,7,2014 Q3,1,0,0,1,0,0,0
"338",1711067,"51","","Capital Projects","Richard C Lambert Consultants LLC",2014-09-04,NA,2014-09-19,2014-09-23,"",3,19,2014 Q3,1,0,0,1,0,0,0
"339",1711072,"HUD","","OCD","Concerned Citizens",2014-09-18,NA,2014-09-23,2014-09-23,"",1,5,2014 Q3,1,0,0,1,0,0,0
"340",1711087,"HUD","","OCD","Traveler's Aid Society of Greater New Orleans",2014-07-17,NA,2014-09-23,2014-09-25,"",3,70,2014 Q3,1,0,0,0,1,0,0
"341",1711092,"LSS","","OCD","Community Service Center",2014-09-04,NA,2014-09-23,2014-09-25,"",3,21,2014 Q3,1,0,0,1,0,0,0
"342",1711097,"51","","Capital Projects","Vehicle Parts and EQ Co. Inc",2014-09-04,NA,2014-09-25,2014-09-25,"",1,21,2014 Q3,1,0,0,1,0,0,0
"343",1711117,"LCD","","OCD","Champion Graphics",2014-09-15,NA,2014-09-26,2014-09-29,"",2,14,2014 Q3,1,0,0,1,0,0,0
"344",1711122,"FDH","","Health","Henry Schein Inc",2014-08-27,NA,2014-09-25,2014-09-29,"",3,33,2014 Q3,1,0,0,1,0,0,0
"345",1711127,"LDH","","Health","Falcon Security Company",2014-09-24,NA,2014-09-30,2014-09-30,"",1,6,2014 Q3,1,0,0,1,0,0,0
"346",1711132,"HUD","","OCD","Southern United Neighborhood",2014-09-23,NA,2014-09-29,2014-09-30,"",2,7,2014 Q3,1,0,0,1,0,0,0
"347",1711137,"FDH","","Health","Ives Business Forms",2014-09-05,NA,2014-09-25,2014-09-30,"",4,25,2014 Q3,1,0,0,1,0,0,0
"348",1711142,"HUD","","OCD","Preservation Resource Centet",2014-09-10,NA,2014-09-26,2014-09-30,"",3,20,2014 Q3,1,0,0,1,0,0,0
"349",1711147,"HUD","","OCD","Preservation Resource Centet",2014-09-09,NA,2014-09-29,2014-09-30,"",2,21,2014 Q3,1,0,0,1,0,0,0
"350",1709328,"FDH","","Health","Henry Schein Inc",2014-07-17,NA,2014-07-30,2014-08-01,"",3,15,2014 Q3,1,0,0,1,0,0,0
"351",1709335,"LCD","","OCD","Louisiana Office Products",2014-07-30,NA,2014-08-01,2014-08-04,"",2,5,2014 Q3,1,0,0,1,0,0,0
"352",1709342,"FDH","","Health","Sprint",2014-06-29,NA,2014-07-30,2014-08-05,"",5,37,2014 Q3,1,0,0,1,0,0,0
"353",1709349,"DOL","","Mayor","Goodwill Industries of Southeaster LA",2014-06-30,NA,2014-08-04,2014-08-05,"",2,36,2014 Q3,1,0,0,1,0,0,0
