"","Check","PO","Account.String","Department","Invoice.Date","Stamp.Date","Accounts.Payable.Date","Check.Date","Vendor","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder30","Total31_60","Total61_90","Total91_120","TotalOver120"
"139",89338,"4511267294","0001-0450-4511-200-213050","property mgmt",2012-12-11,NA,2012-12-21,2013-01-07,"Nu-Lite Electrical Wholesalers, LLC",151.29,10,27,2013 Q1,0,1,0,1,0,0,0,0
"140",89339,"3665267246","0001-0360-3665-200-212185","ems",2012-11-28,NA,2012-12-10,2013-01-07,"american office machines",84.01,19,40,2013 Q1,0,0,1,0,1,0,0,0
"141",89340,"4527266203","0001-0450-4527-200-212185","property mgmt",2012-11-30,NA,2012-12-19,2013-01-07,"All American Grease Services Companies",275,12,38,2013 Q1,0,1,0,0,1,0,0,0
"142",89341,"4511266734","0001-0450-4511-200-213250","property mgmt",2012-11-16,NA,2012-12-19,2013-01-07,"GBPdirect, INC.",276.53,12,52,2013 Q1,0,1,0,0,1,0,0,0
"143",89342,"8910266899","0001-0270-2740-200-212151","aviation",2012-10-31,NA,2013-01-02,2013-01-07,"Alere Taxicology Services, Inc.",13.5,4,68,2013 Q1,1,0,0,0,0,1,0,0
"144",89343,"4511267291","0001-0450-4511-200-212150","property mgmt",2012-12-12,NA,2012-12-19,2013-01-07,"Kippers Communications, Inc.",400,12,26,2013 Q1,0,1,0,1,0,0,0,0
"145",89344,"8910264900","0001-0200-2010-200-213180","aviation",2012-09-21,NA,2012-12-10,2013-01-07,"Ives Business Forms, Inc.",323.28,19,108,2013 Q1,0,0,1,0,0,0,1,0
"146",89345,"8910257872","0200-0900-8910-200-212170","aviation",2012-11-25,NA,2012-12-19,2013-01-07,"Kyocera Mita America, Inc.",236.6,12,43,2013 Q1,0,1,0,0,1,0,0,0
"147",89346,"4511267567","0001-0450-4511-200-213020","property mgmt",2012-12-17,NA,2012-12-26,2013-01-07,"Carruth Brothers Lumber Company, Inc.",86.36,8,21,2013 Q1,0,1,0,1,0,0,0,0
"148",89347,"2739260554","0001-0270-2740-200-212151","police",2012-12-19,NA,2012-12-28,2013-01-07,"Begue & Associates, Inc.",933.91,6,19,2013 Q1,1,0,0,1,0,0,0,0
"149",89348,"6850267697","PRIV-0685-6861-200-213250","mtcb",2012-12-05,NA,2013-01-04,2013-01-07,"Office Depot",819.99,2,33,2013 Q1,1,0,0,0,1,0,0,0
"150",89349,"8910267223","0001-0700-7003-200-213050","aviation",2012-12-06,NA,2012-12-27,2013-01-07,"Grainger, Inc.",2742.15,7,32,2013 Q1,1,0,0,0,1,0,0,0
"151",89350,"8910267499","0200-0900-8910-200-212185","aviation",2012-12-13,NA,2012-12-17,2013-01-07,"Johnson Controls, Inc.",310,14,25,2013 Q1,0,1,0,1,0,0,0,0
"152",89351,"4555267705","0001-0450-4527-200-213220","property mgmt",2012-11-15,NA,2012-12-19,2013-01-07,"Lamarque Ford, Inc",3001.2,12,53,2013 Q1,0,1,0,0,1,0,0,0
"153",89352,"4511266812","0001-0450-4527-200-212185","property mgmt",2012-12-18,NA,2012-12-19,2013-01-07,"GLASS DOCTOR",954,12,20,2013 Q1,0,1,0,1,0,0,0,0
"154",89353,"2015266967","0001-0200-2015-200-214378","council",2012-12-28,NA,2012-12-10,2013-01-07,"Hewlett-Packard",155,19,10,2013 Q1,0,0,1,1,0,0,0,0
"155",89354,"3665267901","0001-0360-3665-200-213210","ems",2012-11-03,NA,2012-12-21,2013-01-07,"Henry Consulting",9258.81,10,65,2013 Q1,0,1,0,0,0,1,0,0
"156",89355,"8910266904","0001-0700-7001-200-212150","nordc",2012-07-05,NA,2013-01-02,2013-01-07,"Occupational Health Centers of Louisiana",1822,4,186,2013 Q1,1,0,0,0,0,0,0,1
"157",89356,"8910258170","0001-0700-7001-200-212170","aviation",2012-12-01,NA,2013-01-02,2013-01-07,"Xerox Capital Services LLC",500.25,4,37,2013 Q1,1,0,0,0,1,0,0,0
"158",89357,"4511260091","0001-0450-4511-200-212159","property mgmt",2012-12-03,NA,2013-01-07,2013-01-07,"Stanley Convergent Security Solutions",1141.56,1,35,2013 Q1,1,0,0,0,1,0,0,0
"159",89358,"4511267569","0001-0450-4511-200-214390","property mgmt",2012-12-18,NA,2012-12-19,2013-01-07,"Star Lock and Key Co. Inc.",970,12,20,2013 Q1,0,1,0,1,0,0,0,0
"160",89359,"6850267815","0237-0685-6850-200-212600","mtcb",2012-10-25,NA,2013-01-04,2013-01-07,"FedEx Expres Shipment",222.98,2,74,2013 Q1,1,0,0,0,0,1,0,0
"161",89360,"2706266511","0373-0270-2706-200-212180","police",2012-12-27,NA,2012-12-28,2013-01-07,"Vehicle Parts",1657.5,6,11,2013 Q1,1,0,0,1,0,0,0,0
"162",89361,"8751267353","0001-0210-2127-200-212172","registrar of voters",2012-11-07,NA,2012-12-20,2013-01-07,"Verizon Wireless",42.92,11,61,2013 Q1,0,1,0,0,0,1,0,0
"163",89362,"6251267235","0001-0620-6251-200-213110","parks & parkways",2012-11-09,NA,2012-12-10,2013-01-07,"PELICAN ICE & COLD STORAGE INC.",225,19,59,2013 Q1,0,0,1,0,1,0,0,0
"164",89363,"8910262440","0200-0900-8910-200-212160","aviation",2012-11-30,NA,2012-12-17,2013-01-07,"Iron Mountain Records Management Inc",821.86,14,38,2013 Q1,0,1,0,0,1,0,0,0
"165",89364,"7101267233","0001-0710-7101-200-212050","oig",2012-11-20,NA,2012-12-10,2013-01-07,"The Times-Picayune, LLC",203.4,19,48,2013 Q1,0,0,1,0,1,0,0,0
"166",89365,"2285258274","0001-0220-2285-200-212170","aviation",2012-09-29,NA,2013-01-02,2013-01-07,"Kentwood Springs a Brand of DS Waters of America Inc.",35.27,4,100,2013 Q1,1,0,0,0,0,0,1,0
"167",89366,"4527265128","0001-0000-0000-000-02A500","property mgmt",2012-12-11,NA,2012-12-18,2013-01-07,"G&K Services",886.45,13,27,2013 Q1,0,1,0,1,0,0,0,0
"168",89367,"8972262633","0235-0897-8972-200-212160","rivergate development corp.",2012-12-01,NA,2012-12-14,2013-01-07,"East Skelley LLC",968.17,15,37,2013 Q1,0,0,1,0,1,0,0,0
"169",89368,"4511267292","0001-0450-4511-200-214382","property mgmt",2012-12-03,NA,2012-12-19,2013-01-07,"G&M ELECTRIC SALES",389,12,35,2013 Q1,0,1,0,0,1,0,0,0
"170",89369,"8910260504","0200-0900-8910-200-212600","aviation",2012-11-30,NA,2012-12-17,2013-01-07,"DNC Travel Hospitality Services, Inc.",1454,14,38,2013 Q1,0,1,0,0,1,0,0,0
"171",89370,"4051263524","0001-0400-4051-200-212172","purchasing",2012-12-29,NA,2013-01-03,2013-01-07,"Sprint Together with NEXTEL",280.43,3,9,2013 Q1,1,0,0,1,0,0,0,0
"172",89371,"7101263018","0001-0710-7101-200-212150","oig",2012-11-30,NA,2012-12-20,2013-01-07,"Ultimate Technical Solutions, Inc.",805.63,11,38,2013 Q1,0,1,0,0,1,0,0,0
"173",89372,"8910267754","0200-0900-8910-200-212157","aviation",2012-09-30,NA,2012-12-20,2013-01-07,"Jose Juan Bautista",937.5,11,99,2013 Q1,0,1,0,0,0,0,1,0
"174",89373,"8910261863","0200-0900-8910-200-212240","aviation",2012-12-14,NA,2012-12-26,2013-01-07,"Atmos Energy",1010.03,8,24,2013 Q1,0,1,0,1,0,0,0,0
"175",89374,"4511267856","0001-0450-4511-200-213250","property mgmt",2012-11-15,NA,2013-01-04,2013-01-07,"KYOCERA",636.56,2,53,2013 Q1,1,0,0,0,1,0,0,0
"176",89375,"8910259720","0200-0900-8910-200-212600","aviation",2012-12-03,NA,2012-12-20,2013-01-07,"American Driving Records, Inc",43.5,11,35,2013 Q1,0,1,0,0,1,0,0,0
"177",89376,"8910267733","0200-0900-8910-200-212157","aviation",2012-09-17,NA,2012-12-19,2013-01-07,"Carroll J. Wiltz",1720.51,12,112,2013 Q1,0,1,0,0,0,0,1,0
"178",89377,"8910266775","0001-0450-4511-200-213130","aviation",2012-11-27,NA,2012-12-17,2013-01-07,"MSC Industrial Supply",567.24,14,41,2013 Q1,0,1,0,0,1,0,0,0
"179",89378,"3665267268","0001-0360-3665-200-212151","ems",2012-11-21,NA,2012-12-20,2013-01-07,"Stericycle, Inc.",742.1,11,47,2013 Q1,0,1,0,0,1,0,0,0
"180",89379,"8910267037","0001-0700-7003-200-213270","aviation",2012-07-31,NA,2013-01-02,2013-01-07,"Marse Welding Supplies, Inc.",90,4,160,2013 Q1,1,0,0,0,0,0,0,1
"181",89380,"8910267134","0200-0900-8910-200-212050","aviation",2012-11-05,NA,2012-12-10,2013-01-07,"Jefferson Chamber of Commerce",265,19,63,2013 Q1,0,0,1,0,0,1,0,0
"182",89381,"3665267548","0001-0360-3665-200-212023","ems",2012-11-15,NA,2012-12-20,2013-01-07,"AA VACUUM TRUCK SERVICE, INC.",250,11,53,2013 Q1,0,1,0,0,1,0,0,0
"183",89382,"7004267563","0001-0700-7004-200-214390","nordc",2012-12-13,NA,2012-12-27,2013-01-07,"Conglobal Industries Inc",2375,7,25,2013 Q1,1,0,0,1,0,0,0,0
"184",89383,"5001267929","0001-0210-2130-200-213220","public works",2012-11-14,NA,2012-12-28,2013-01-07,"Petroleum Traders Corporation",24275.92,6,54,2013 Q1,1,0,0,0,1,0,0,0
"185",89386,"8910267641","0200-0900-8910-200-212600","aviation",2012-11-22,NA,2012-12-19,2013-01-07,"Fedex Kinko's",73.32,12,46,2013 Q1,0,1,0,0,1,0,0,0
"186",89387,"2740267358","0001-0270-2740-200-212160","police",2012-11-12,NA,2012-12-28,2013-01-07,"Mobile Mini, Inc",212,6,56,2013 Q1,1,0,0,0,1,0,0,0
"187",89388,"8910267763","0200-0900-8910-200-212157","aviation",2012-11-15,NA,2012-12-20,2013-01-07,"Angel Adams Parham",1324.99,11,53,2013 Q1,0,1,0,0,1,0,0,0
"188",89389,"6850267086","0237-0685-6850-200-212913","mtcb",2012-10-23,NA,2012-11-30,2013-01-07,"Sam's Club",502.19,25,76,2013 Q1,0,0,1,0,0,1,0,0
"189",89390,"8910266459","0200-0900-8910-200-212185","aviation",2012-12-07,NA,2012-12-20,2013-01-07,"Johnstone Supply",555.6,11,31,2013 Q1,0,1,0,0,1,0,0,0
"190",89391,"8910267756","0200-0900-8910-200-212157","aviation",2012-09-13,NA,2012-12-20,2013-01-07,"Dr. Frank Martin",2128.12,11,116,2013 Q1,0,1,0,0,0,0,1,0
"191",89392,"7003265229","0001-0700-7003-200-213130","nordc",2012-11-09,NA,2012-12-27,2013-01-07,"Applied Industrial Technologies",382.19,7,59,2013 Q1,1,0,0,0,1,0,0,0
"192",89393,"8910267508","0200-0900-8910-200-212185","aviation",2012-12-17,NA,2012-12-20,2013-01-07,"Delta Chemical ",17012.79,11,21,2013 Q1,0,1,0,1,0,0,0,0
"193",89394,"7005266968","0001-0700-7005-200-212600","nordc",2012-12-11,NA,2013-01-02,2013-01-07,"THEODORE HARKNESS",200,4,27,2013 Q1,1,0,0,1,0,0,0,0
"194",89395,"2020267181","0001-0200-2020-200-212150","council",2012-11-13,NA,2012-12-10,2013-01-07,"Granicus",41755,19,55,2013 Q1,0,0,1,0,1,0,0,0
"195",89396,"5001260383","0001-0500-5001-200-212150","public works",2012-12-18,NA,2012-12-19,2013-01-07,"AUZENNE & ASSOCIATES, LLC",2280,12,20,2013 Q1,0,1,0,1,0,0,0,0
"196",89397,"8910267405","0200-0900-8910-200-213270","aviation",2012-11-30,NA,2012-12-21,2013-01-07,"AIRGAS SOUTHWEST",74.2,10,38,2013 Q1,0,1,0,0,1,0,0,0
"197",89398,"2740258149","0001-0270-2740-200-212174","police",2012-08-24,NA,2012-12-27,2013-01-07,"NEW ORLEANS HARLEY-DAVIDSON",24787.51,7,136,2013 Q1,1,0,0,0,0,0,0,1
"198",89399,"8910261819","0200-0900-8910-200-212190","aviation",2012-11-22,NA,2012-12-19,2013-01-07,"Verizon Wireless",3755.76,12,46,2013 Q1,0,1,0,0,1,0,0,0
"199",89400,"6221267272","0001-0620-6221-200-214356","parks & parkways",2012-11-30,NA,2012-12-20,2013-01-07,"Sprint Nextel Corp",2689.65,11,38,2013 Q1,0,1,0,0,1,0,0,0
"200",89401,"3801261979","0001-0380-3810-200-212151","youth study center",2012-12-27,NA,2012-12-27,2013-01-07,"Audy Ryes",160,7,11,2013 Q1,1,0,0,1,0,0,0,0
"201",89402,"3665267267","0001-0360-3665-200-213110","ems",2012-11-13,NA,2012-12-20,2013-01-07,"THE ICE HOUSE",440.68,11,55,2013 Q1,0,1,0,0,1,0,0,0
"202",89403,"7004268102","0001-0700-7001-200-212159","nordc",2012-11-11,NA,2013-01-02,2013-01-07,"Curtis Lumar III",720,4,57,2013 Q1,1,0,0,0,1,0,0,0
"203",89404,"7001268081","0001-0700-7001-200-212159","nordc",2012-11-11,NA,2013-01-02,2013-01-07,"Ajay Mallery",450,4,57,2013 Q1,1,0,0,0,1,0,0,0
"204",89405,"4511265922","0001-0450-4511-200-212150","property mgmt",2012-07-31,NA,2012-12-19,2013-01-07,"The Gordian Group International, Inc.",5095.47,12,160,2013 Q1,0,1,0,0,0,0,0,1
"205",89406,"3665267257","0001-0360-3665-200-212180","ems",2012-11-29,NA,2012-12-20,2013-01-07,"Northshore Golf Cars, L.L.C.",452.62,11,39,2013 Q1,0,1,0,0,1,0,0,0
"206",89407,"4511267168","0001-0450-4511-200-213220","property mgmt",2012-12-17,NA,2012-12-19,2013-01-07,"ServiceMaster of Greater New Orleans",678.5,12,21,2013 Q1,0,1,0,1,0,0,0,0
"207",89408,"2172262606","0001-0210-2172-200-212150","mayor's office - core",2012-11-02,NA,2012-12-10,2013-01-07,"evacuteer.org",67500,19,66,2013 Q1,0,0,1,0,0,1,0,0
"208",89409,"7101212396","0001-0710-7101-200-212150","oig",2012-12-06,NA,2012-12-10,2013-01-07,"Suzanne Lacey Wisdom",100,19,32,2013 Q1,0,0,1,0,1,0,0,0
"209",89410,"8910266814","0200-0900-8910-200-214356","aviation",2012-11-19,NA,2012-12-19,2013-01-07,"Optics Planet",3849,12,49,2013 Q1,0,1,0,0,1,0,0,0
"210",89411,"3665267245","0001-0360-3665-200-212185","ems",2012-11-20,NA,2012-12-20,2013-01-07,"Waste Pro of Louisiana, Inc.",205.78,11,48,2013 Q1,0,1,0,0,1,0,0,0
"211",89412,"2702258025","0001-0270-2740-200-212150","police",2012-12-02,NA,2012-12-27,2013-01-07,"Daniel V. Cazenave, LLC",5416.66,7,36,2013 Q1,1,0,0,0,1,0,0,0
"212",89413,"2740264712","0001-0270-2740-200-212185","police",2012-12-03,NA,2013-01-03,2013-01-07,"pride industries",11282.55,3,35,2013 Q1,1,0,0,0,1,0,0,0
"213",89414,"3810265433","0001-0380-3810-200-212151","youth study center",2012-12-01,NA,2012-12-27,2013-01-07,"michael s. hunter, m. d.",1245,7,37,2013 Q1,1,0,0,0,1,0,0,0
"214",89415,"7101212358","0001-0710-7101-200-212060","oig",2012-11-30,NA,2012-12-10,2013-01-07,"simone levine",550,19,38,2013 Q1,0,0,1,0,1,0,0,0
"215",89416,"2740212447","0001-0270-2740-200-212040","police",2012-12-06,NA,2013-01-02,2013-01-07,"US K9 Unlimited, Inc.",3900,4,32,2013 Q1,1,0,0,0,1,0,0,0
"216",89417,"BATCH #1","PRIV-0750-7498-200-222150","cao",2013-01-04,NA,2013-01-07,2013-01-07,"Gert Town Enterprise Economic Redevelopment,Inc",1710.28,1,3,2013 Q1,1,0,0,1,0,0,0,0
"217",89418,"5811267992","0001-0700-7001-200-212159","nordc",2012-09-02,NA,2013-01-02,2013-01-07,"Chris Taylor Jr.",120,4,127,2013 Q1,1,0,0,0,0,0,0,1
"218",89419,"7001268143","0001-0700-7004-200-212600","nordc",2012-11-15,NA,2013-01-02,2013-01-07,"Berry Transportation, LLC",240,4,53,2013 Q1,1,0,0,0,1,0,0,0
"219",89420,"7004267945","0001-0700-7004-200-212159","nordc",2012-08-12,NA,2013-01-02,2013-01-07,"Lawrence Gabriel",120,4,148,2013 Q1,1,0,0,0,0,0,0,1
"220",89421,"7001267869","0001-0700-7001-200-212159","nordc",2012-11-20,NA,2013-01-02,2013-01-07,"Trenise Barnes",120,4,48,2013 Q1,1,0,0,0,1,0,0,0
"221",89422,"8910266429","0001-0450-4511-200-213250","aviation",2012-12-10,NA,2012-12-18,2013-01-07,"Independent Stationers",732.54,13,28,2013 Q1,0,1,0,1,0,0,0,0
"222",89423,"6251266520","0001-0620-6251-200-213110","parks & parkways",2012-12-05,NA,2012-12-10,2013-01-07,"lcd enterprise 1, llc dba the sandwich man",96.48,19,33,2013 Q1,0,0,1,0,1,0,0,0
"223",89424,"3665267259","0001-0360-3665-200-212150","ems",2012-11-16,NA,2012-12-20,2013-01-07,"Concentra",485,11,52,2013 Q1,0,1,0,0,1,0,0,0
"224",89425,"6252262388","0001-0620-6252-200-213270","parks & parkways",2012-05-01,NA,2013-01-04,2013-01-07,"Southern Aggregates LLC Delaware",3401.4,2,251,2013 Q1,1,0,0,0,0,0,0,1
"225",89426,"6301212444","0691-0630-6301-200-212600","library",2012-07-26,NA,2013-01-02,2013-01-07,"Charles McMorran",4360.69,4,165,2013 Q1,1,0,0,0,0,0,0,1
"226",89427,"7004267941","0001-0700-7001-200-212159","nordc",2012-11-26,NA,2013-01-02,2013-01-07,"Earl Fox",240,4,42,2013 Q1,1,0,0,0,1,0,0,0
"227",89428,"7001267950","0001-0700-7001-200-212159","nordc",2012-11-20,NA,2013-01-02,2013-01-07,"Regineald Moses",450,4,48,2013 Q1,1,0,0,0,1,0,0,0
"228",89429,"7004267946","0001-0700-7001-200-212159","nordc",2012-11-29,NA,2013-01-02,2013-01-07,"Eugene Barton Jr.",360,4,39,2013 Q1,1,0,0,0,1,0,0,0
"229",89430,"7001268046","0001-0700-7001-200-212159","nordc",2012-11-19,NA,2013-01-02,2013-01-07,"Brian Sennett Jr.",150,4,49,2013 Q1,1,0,0,0,1,0,0,0
"230",89431,"7004268083","0001-0700-7004-200-212159","nordc",2012-11-19,NA,2013-01-02,2013-01-07,"Jimmie Stack",480,4,49,2013 Q1,1,0,0,0,1,0,0,0
"231",89432,"7004268038","0001-0700-7004-200-212159","nordc",2012-11-26,NA,2013-01-02,2013-01-07,"Saveria Thomas",720,4,42,2013 Q1,1,0,0,0,1,0,0,0
"232",89433,"7004267940","0001-0700-7001-200-212159","nordc",2012-11-29,NA,2013-01-02,2013-01-07,"Donald Allen Sr.",240,4,39,2013 Q1,1,0,0,0,1,0,0,0
"233",89434,"7004267947","0001-0700-7001-200-212159","nordc",2012-11-26,NA,2013-01-02,2013-01-07,"Ian Johnson",600,4,42,2013 Q1,1,0,0,0,1,0,0,0
"234",89435,"7004267942","0001-0700-7001-200-212159","nordc",2012-11-26,NA,2013-01-02,2013-01-07,"Brian Crump",360,4,42,2013 Q1,1,0,0,0,1,0,0,0
"235",89436,"7004268082","0001-0700-7001-200-212159","nordc",2012-11-26,NA,2013-01-02,2013-01-07,"Keisha Jackson",120,4,42,2013 Q1,1,0,0,0,1,0,0,0
"236",89437,"7001268098","0001-0700-7001-200-212159","nordc",2012-10-11,NA,2013-01-02,2013-01-07,"Marlon Eli",300,4,88,2013 Q1,1,0,0,0,0,1,0,0
"237",89438,"2111266166","0358-0210-2111-200-212150","mayor's office - core",2012-10-11,NA,2013-01-03,2013-01-07,"Victories in Service",5000,3,88,2013 Q1,1,0,0,0,0,1,0,0
"238",89439,"8910267220","0200-0900-8910-200-213110","aviation",2012-12-10,NA,2012-12-20,2013-01-07,"Vivid Glas Water Sales & Distribution Limited",3361.18,11,28,2013 Q1,0,1,0,1,0,0,0,0
"239",89440,"8910212455","0200-0900-8910-200-212150","aviation",2012-10-18,NA,2012-12-28,2013-01-07,"David Keller",58,6,81,2013 Q1,1,0,0,0,0,1,0,0
"240",89441,"7002267843","0001-0700-7002-200-212160","nordc",2012-12-04,NA,2012-12-27,2013-01-07,"Dance Quarter LLC",800,7,34,2013 Q1,1,0,0,0,1,0,0,0
"241",89442,"2740212448","0001-0270-2740-200-212040","police",2012-12-06,NA,2013-01-02,2013-01-07,"leonard standeford",1682,4,32,2013 Q1,1,0,0,0,1,0,0,0
"242",89453,"6301267299","0300-0630-6301-200-213010","library",2012-11-20,NA,2012-12-14,2013-01-15,"Baker & Taylor, Inc.",3664.52,21,56,2013 Q1,0,0,1,0,1,0,0,0
"243",89454,"6301267422","0300-0630-6301-200-223010","library",2012-11-16,NA,2012-12-14,2013-01-15,"Baker & Taylor, Inc.",1427.56,21,60,2013 Q1,0,0,1,0,1,0,0,0
"244",89455,"7823262014","0138-0782-7823-200-212150","ocd",2012-12-04,NA,2012-12-21,2013-01-15,"Advocacy Center",12766.92,16,42,2013 Q1,0,0,1,0,1,0,0,0
"245",89456,"7823262014","0138-0782-7823-200-212150","ocd",2012-12-04,NA,2012-12-21,2013-01-15,"Advocacy Center",32892.92,16,42,2013 Q1,0,0,1,0,1,0,0,0
"246",89457,"dec 2012 city s/tax","0001-0620-6251-000-319685","parks & parkways",2013-01-02,NA,2013-01-03,2013-01-15,"CITY OF NEW ORLEANS-REVENUE",826,9,13,2013 Q1,0,1,0,1,0,0,0,0
"247",89459,"5001266294","0001-0500-5251-200-212185","public works",2012-11-05,NA,2012-12-17,2013-01-15,"Jack B. Harper Electrical, Inc.",89839.07,20,71,2013 Q1,0,0,1,0,0,1,0,0
"248",89460,"5001267673","0001-0500-5005-200-212185","public works",2012-11-05,NA,2012-12-17,2013-01-15,"Jack B. Harper Electrical, Inc.",70830.93,20,71,2013 Q1,0,0,1,0,0,1,0,0
"249",89461,"6301267444","0300-0630-6301-200-213010","library",2012-11-16,NA,2012-12-13,2013-01-15,"MIDWEST TAPE LLC",3731.63,22,60,2013 Q1,0,0,1,0,1,0,0,0
"250",89462,"6301268073","0300-0630-6301-200-213010","library",2012-11-21,NA,2013-01-02,2013-01-15,"MIDWEST TAPE LLC",7143.93,10,55,2013 Q1,0,1,0,0,1,0,0,0
"251",89463,"2551267500","0001-0250-2551-200-212172","nofd",2012-11-30,NA,2012-12-12,2013-01-15,"Sprint Nextel Corp",479.53,23,46,2013 Q1,0,0,1,0,1,0,0,0
"252",89464,"2551267923","0001-0250-2551-200-212172","nofd",2012-12-07,NA,2012-12-21,2013-01-15,"Sprint Nextel Corp",1899.81,16,39,2013 Q1,0,0,1,0,1,0,0,0
"253",89465,"4031267431","0001-0400-4031-200-212172","revenue",2012-11-29,NA,2012-12-11,2013-01-15,"Sprint Nextel Corp",986.36,24,47,2013 Q1,0,0,1,0,1,0,0,0
"254",89466,"7821258610","0138-0782-7822-200-212170","ocd",2012-11-29,NA,2012-12-12,2013-01-15,"Sprint Nextel Corp",23.99,23,47,2013 Q1,0,0,1,0,1,0,0,0
"255",89467,"2101257790","0001-0210-2101-200-212172","mayor's office - core",2012-11-29,NA,2012-12-12,2013-01-15,"Sprint Together with NEXTEL",5196.83,23,47,2013 Q1,0,0,1,0,1,0,0,0
"256",89468,"3611258354","0212-0360-3611-200-212172","health",2012-12-29,NA,2013-01-03,2013-01-15,"Sprint Together with NEXTEL",77.77,9,17,2013 Q1,0,1,0,1,0,0,0,0
"257",89469,"5001267570","0001-0500-5001-200-212172","public works",2012-12-30,NA,2013-01-07,2013-01-15,"Sprint Together with NEXTEL",8182.18,7,16,2013 Q1,1,0,0,1,0,0,0,0
"258",89470,"7821265397","0138-0782-7821-200-212172","ocd",2012-11-29,NA,2012-12-12,2013-01-15,"Sprint Together with NEXTEL",71.97,23,47,2013 Q1,0,0,1,0,1,0,0,0
"259",89471,"8972257544","0235-0897-8972-200-212190","rivergate development corp.",2012-11-29,NA,2012-12-19,2013-01-15,"Sprint Together with NEXTEL",82.33,18,47,2013 Q1,0,0,1,0,1,0,0,0
"260",89473,"2011267512","0001-0200-2011-200-213110","council",2012-11-12,NA,2012-12-12,2013-01-15,"H&H Embroidery & Promotions, Inc.",689.2,23,64,2013 Q1,0,0,1,0,0,1,0,0
"261",89474,"7005267161","0001-0000-0000-000-02A500","nordc",2012-08-06,NA,2012-12-18,2013-01-15,"Pratt Landry Associates, Inc. dba Red Hawk Fire & Security",420,19,162,2013 Q1,0,0,1,0,0,0,0,1
"262",89475,"3611260947","0001-0360-3611-200-212156","health",2012-11-30,NA,2012-12-12,2013-01-15,"CINTAS CORP # 544",1610,23,46,2013 Q1,0,0,1,0,1,0,0,0
"263",89476,"8910267023","0200-0900-8910-200-213220","aviation",2012-12-28,NA,2013-01-03,2013-01-15,"LEE TRACTOR CO., INC.",590.66,9,18,2013 Q1,0,1,0,1,0,0,0,0
"264",89477,"2020265854","0001-0200-2020-200-213110","council",2012-11-21,NA,2012-11-30,2013-01-15,"Rite Choice Uniforms, Inc.",909.55,31,55,2013 Q1,0,0,1,0,1,0,0,0
"265",89478,"6301266640","0691-0000-0000-000-02A500","library",2012-11-21,NA,2012-12-21,2013-01-15,"Demco, Inc.",988.67,16,55,2013 Q1,0,0,1,0,1,0,0,0
"266",89479,"3871266999","0001-0380-3810-200-213110","youth study center",2012-11-30,NA,2012-12-12,2013-01-15,"Charm-Tex",857.9,23,46,2013 Q1,0,0,1,0,1,0,0,0
"267",89480,"8910267656","0200-0900-8910-200-213270","aviation",2012-12-20,NA,2013-01-03,2013-01-15,"ALLEN ENTERPRISES, INC.",8312.5,9,26,2013 Q1,0,1,0,1,0,0,0,0
"268",89481,"7003268094","0001-0000-0000-000-02A500","nordc",2012-10-02,NA,2013-01-03,2013-01-15,"Nu-Lite Electrical Wholesalers, LLC",15.9,9,105,2013 Q1,0,1,0,0,0,0,1,0
"269",89482,"3665268232","0001-0360-3665-200-212185","ems",2012-12-28,NA,2013-01-11,2013-01-15,"american office machines",38.27,3,18,2013 Q1,1,0,0,1,0,0,0,0
"270",89483,"6301268074","0300-0630-6301-200-213010","library",2012-11-23,NA,2013-01-02,2013-01-15,"Ingram Library Services Inc",7987.44,10,53,2013 Q1,0,1,0,0,1,0,0,0
"271",89484,"4511267855","0001-0450-4511-200-213250","property mgmt",2012-11-30,NA,2012-12-20,2013-01-15,"GBPdirect, INC.",287.02,17,46,2013 Q1,0,0,1,0,1,0,0,0
"272",89485,"6301266605","0691-0630-6301-200-213250","library",2012-11-20,NA,2012-12-21,2013-01-15,"Highsmith LLC",29,16,56,2013 Q1,0,0,1,0,1,0,0,0
"273",89486,"3665268233","0001-0360-3665-200-212150","ems",2012-12-31,NA,2013-01-11,2013-01-15,"Alere Taxicology Services, Inc.",40.5,3,15,2013 Q1,1,0,0,1,0,0,0,0
"274",89487,"2020267461","0001-0200-2020-200-212150","council",2012-11-30,NA,2012-12-12,2013-01-15,"Municipal Code Corporation",672,23,46,2013 Q1,0,0,1,0,1,0,0,0
"275",89488,"7101262224","0001-0710-7101-200-212190","oig",2012-12-01,NA,2012-12-12,2013-01-15,"Airespring, Inc.",60.67,23,45,2013 Q1,0,0,1,0,1,0,0,0
"276",89489,"2215268154","0001-0220-2215-200-213250","cao",2012-12-18,NA,2013-01-11,2013-01-15,"Ives Business Forms, Inc.",335.64,3,28,2013 Q1,1,0,0,1,0,0,0,0
"277",89490,"6301266584","0691-0000-0000-000-02A500","library",2012-11-16,NA,2012-12-21,2013-01-15,"Brodart Co.",498,16,60,2013 Q1,0,0,1,0,1,0,0,0
